date,Tweet,Label
2020-05-10 20:10:56,احد يرد ماي اس سي دردشة والله عيب عليكم,
2020-05-10 14:01:25,سلام عليكم انا ليا اكثر ثلاثه أسابيع أتواصل معكم وماشفت تجاوبو منكم و المشكلة اني حملت تطبيق ماي اس سي و المشكله اني حولت رقمي موبايلي و التطبيق يتقبل الا رقم سوا علشان رقمي كان سوا و الحين موبايلي و التطبيق مو قابل و أتصل مافيه تجاوبو و المشكله الفتره,
2020-05-10 13:38:42,يومين اتصل محد يجاوب وارسل بخدمة ماي اس سي رسايل استفسار محد يرد تكفون ردو ابخلص فواتيركم اللي ماني فاهمتها واحول موبايلي باذن الله,
2020-05-10 03:01:34,انا نفس السعر خذ ماي اس سي بقيه الشركات تاخذ شهر,
2020-05-10 02:17:58,اتوقع يمديك تلغيها طريق ماي اس سي,
2020-05-10 00:42:35,ايه كلاب مايبان معك لين تفعلها وتدخل ماي اس سي تحصل قيقا بيانات والثانيه واي فاي نفس,
2020-05-10 00:38:25,استخرج بدل فاقد تطبيق ماي اس سي,
2020-05-09 22:51:01,تطبيق ماي اس سي,
2020-05-09 22:10:59,اطلبها ماي اس سي وبتوصلك بنص ساعه بالكثير,
2020-05-09 21:30:41,السلام عليكم انا مدينة حائل - حي الشفاء عندي فايبر و اذكر تم تحديد موعد للحفر قبل سنوات و الى الحين صار شي 🤨 ولما احاول اطلب ماي اس سي يقول يوجد لوحة معدنيه ان شاء الله تعطوننا وجه و تركبون للحي كامل فايبر,
2020-05-09 21:17:02,ماانصحك تختار جوي لانه اذا تعطل عندك محد يرد المغرب اتصل عليهم واتواصل معهم ف تويتر وفي تطبيق ماي اس سي محد يرد,
2020-05-09 20:57:29,ابغى اشتري شريحه ماي اس سي حقي قديم جدا اخر مره فتحته يمكن قبل سنين حول ثلاث سنين او اكثر املك خط اس سي,
2020-05-09 20:49:11,ابغى اشتري شريحه ماي اس سي حقي قديم جدا اخر مره فتحته يمكن قبل سنين حول ثلاث سنين او اكثر املك خط اس سي اطلب شريحه,
2020-05-09 14:02:53,شحنت رصيد ب ريال واشترك باقة `` شهر مفتوح استخدام عادل `` ووصلتني رسالة تمت اخباري بأن العمليه تمت الى الآن يظهر الاشتراك تطبيق ماي اس سي,
2020-05-09 13:52:45,عندي مشكلة تطبيق ماي اس سي مو راضي يفتح معي,
2020-05-09 10:57:42,نزلت ماي أس سي لانو شريحتي مسبقة الدفع,
2020-05-09 04:15:58,تكرمت انتهت باقتي واجي بجدد يرفض الموقع يدخلني يشعرني ان الخدمة متاحه حاليا ولاتتوفر قنوات لشريحة البيانات طريق ماي اس سي والحل ماهو الان الى محدودين عليكم والله الشكوى لله,
2020-05-09 03:40:47,والتوصيل الان ماي اس سي وموبايلي بنفس اليوم يوصلك الجهاز,
2020-05-09 03:36:52,يالليييتت تشوفون الخااص وتنحل مشكلة تطبيق ماي اس سي,
2020-05-08 23:48:07,ارغب بالتواصل معكم لوجود مشكله اسبوع تم الاتصال عليكم ولايوجد اجابه وتم التواصل معكم طريق تطبيق ماي اس سي يوجد تجاوب ارغب بحل مشكله للباقه تم الاشتراك وتم خصم المبلغ ولم اتمتع بالباقه الى الان ارغب بحل المشكله وشكرا,
2020-05-08 21:54:21,انا فتوره ثابت انتر نت م اخش ماي اس سي وكل م اخش ماي اس سي برقم الهويه يقلي حط رقم جوال وانا م عندي رقم جوال ممكن تشغلي المشكله برقم الهويه,
2020-05-08 21:47:05,عندي مشكله طلبيه ماي اس سي طلبت شريحه الكترونيه ووصلو شريحه عاديه وقال يتواصل نعي شخص اخر ويعطيني الكلام صحيح او وبعد ثلاث ساعات طلب مني اطلب بد فاقد وحاولت اتواصل قالو نقدر نخدمك وتوصلت ومافيه رد منهم الحل ايش,
2020-05-08 18:56:06,الله يعطيك العافيه المصداقيه والسرعه ف الرد علماً ان + ماي اس سي ب وهنا ب,
2020-05-08 17:31:01,شركة فاشلة حاولت اتواصل معكم عبر كافة القنوات تويتر نافع ويب سايت نافع تطبيق ماي اس سي نافع اتصال نافع انتم ايش حكايتكم بالضبط مشتركين معكم اغلى الباقات عشان نحظي بخدمة مميزة للاسف انتم فاشلين خدمة العملاء حسبنا الله ونعم الوكيل,
2020-05-08 16:52:30,سلام عليكم انا احتاج جهاز وحاولت اطلبه طريق ماي اس سي منطقتي مغطاه بالتوصيل وش الحل,
2020-05-08 13:30:02,اطلبه طريق موقع الاتصالات ماي اس سي ويكون عندك ابشر ومايكون مدونيه الاتصالات,
2020-05-08 03:58:56,السلام عليكم عندي رقم جوي ومع العلم الرقم الأصل stc ورفض يخش ماي اس سي يقول لديك رقم مسجل اس سي,
2020-05-08 03:54:21,السلام عليكم عندي رقم جوي وابغ اغيره stc العلم الرقم الأصل stc ورفض يخش ماي اس سي يقول لديك رقم مسجل اس سي,
2020-05-08 03:54:01,السلام عليكم عندي رقم جوي وابغ اغيره stc العلم الرقم الأصل stc ورفض يخش ماي اس سي يقول لديك رقم مسجل اس سي,
2020-05-08 03:43:04,السلام عليكم انا كان رقمي stc وحولت جوي وابغ اخش ماي اس سي رفض يقول لديك رقم مسجل مسبقا العلم ان الرقم تحول الي جوي,
2020-05-08 01:04:14,stc ارخص وافضل ضمان وتطلبه طريق ماي ستور او ماي اس سي يوصلونه للبيت,
2020-05-07 23:09:20,السلام عليكم ابغى اطلع شريحه بدل فاقد وتطبيق ماي اس سي مايفتح لان الشريحه ضايعه مايجيني الكود وش الحل,
2020-05-07 23:06:37,اخوي اقدر احول بطاقتي الى مفوتر عبر تطبيق ماي اس سي,
2020-05-07 20:32:44,السلام عليكم ورحمة الله وبركاته اخوي عندي فاتوره قديمه فايبر قبل سنين او اكثر سبق وسويت اعتراض تطبيق ماي اس سي وخصمو ممكن نص القيمه اذا ممكن تلغي الفاتوره,
2020-05-07 19:44:10,ماي اس سي ماخدمني ب شي,
2020-05-07 19:30:41,السلام عليكم اشتريت جوال جيجا امس العصر طريق ماي اس سي ولم يصلني الان ، وتواصل معي موظفكم امس وقال انا استلم كاش فقط ماعندي شبكة لسحب المبلغ وسيتواصل معك زميلي والى الان ماتواصل معي احد وادق يرد وارسل رسايل مايرد,
2020-05-07 19:05:16,حبايبي جيت بطلب جهاز جوال ( تطبيق ماي اس سي ) مو راضي يقول متوفره التطبيق معلق وش ، وهل امكانيه اطلب مكان ثاني,
2020-05-07 18:17:00,برنامج ماي اس سي موجه لمين اعلاناتكم بالانجليزي حنا ساكنين فين ياشركة الشعب وش استفيد وأنا اعرف اقرأ بلغتكم العالمية شوفوا ترسلون,
2020-05-07 17:11:52,السلام عليكم الله لايوفقكم أكبرراس لديكم الاوهو الوزير ونوابه للخدمه تقدمونها طريق برنامج ماي اس سي حولت مبلغ لهاتف ابني ويقول الرصيد صفر لميقبله جوال ابني وكلمت لاستفسروكلمتني حرمه ولم تفيدني وطلبت المشرف وكلمني شوي وانقطع الاتصال وشاهد الوقت للردعلي,
2020-05-07 17:10:58,السلام عليكم الله لايوفقكم أكبر راس لديكم الا الوزير ونوابه للخدمه تقدمونها طريق برنامج ماي اس سي حولت مبلغ لهاتف ابني ويقول الرصيد صفر لميقبله جوال ابني لاستفسروكلمتني حرمه ولم تفيدني وطلبت المشرف وكلمني شوي وانقطع الاتصال وشاهد الوقت للرد علي,
2020-05-07 17:09:03,السلام عليكم الله لايوفقكم أكبرراس لديكم الاوهو الوزير ونوابه للخدمه تقدمونها طريق برنامج ماي اس سي حولت مبلغ لهاتف ابني ويقول الرصيد صفر يقبله جوال ابني وكلمت لاستفسروكلمتني حرمه ولم تفيدني وطلبت المشرف وكلمني شوي وانقطع الاتصال وشاهدالوقت للردعلي,
2020-05-07 17:07:36,السلام عليكم الله لايوفقكم أكبر راس لديكم الا الوزير ونوابه للخدمه تقدمونها طريق برنامج ماي اس سي حولت مبلغ لهاتف ابني ويقول الرصيد صفر لميقبله جوال ابني وكلمت لاستفسروكلمتني حرمه ولم تفيدني وطلبت المشرف وكلمني شوي وانقطع الاتصال وشاهد الوقت للرد علي,
2020-05-07 16:56:09,مرحبا عندي فايبرز بيتي مو عارفه رقم الهاتف عشان افعل تطبيق ماي اس سي بالامكان خدمتي و تزويدي برقم الهاتف الارضي,
2020-05-07 16:48:07,استطيع استخراج شريحة مدمجة سوا طريق ماي اس سي,
2020-05-07 14:57:48,اكثر عشرة ايام اكلمكم فب ماي اس سي عندك احد خلل الشبكة او النظام,
2020-05-07 14:55:48,عندكم فكرة طلبت جوال ماي اس سي و ربطوه برقم جوال، أقدر أستخدم الجهاز برقم ثاني,
2020-05-07 13:54:35,عندكم مشكله بيناتي حدثوها مخش تطبيق جاتني رساله اني ماعندي تفعيله فعل باقه حتي ماي اس سي نفس الشي العلم اني مفعل سوا بوست واليوتيوب ضمن الباقه وميخش ليه فتره معاني المشكله عندكم,
2020-05-07 12:05:48,لوسمحت انا مشتركه بنتفلكس عبر تطبيق ماي اس سي والحين انتهاء اشتراكي اجدد,
2020-05-07 11:00:57,الحين ليش ماتدرون الرقم وعلى ماي اس سي يوم اتصل رد,
2020-05-07 00:02:25,عندي مشكله بتطبيق ماي اس سي اثناء الدخول,
2020-05-06 23:25:16,نسيت كلمة المرور بتبطيق ماي اس سي واحط رقمي والبريد الإلكتروني يقولي خطاء وش الحل,
2020-05-06 23:20:50,السلام عليكم ابغى اعرف اقرب متجر يبيع اجهزة لان بغيت اطلبه تطبيق ماي اس سي مو راضي يضبط,
2020-05-06 22:40:15,ادخل ماي اس سي حق الرقم واشر الباقه وادفع طريق,
2020-05-06 22:03:48,عليكم السسلتم حمل تطبيق ماي اس سي عندهم عروض منتازه,
2020-05-06 21:39:32,وش السالفه حملت ماي اس سي لقيت الباقه الي ابيها ساعدوني,
2020-05-06 20:21:40,عندي مشكله حسابي ماي اس سي بيانات الدخول قديمه جدا عندي رقم اس سي ابغى اطلب مقدر كان يو هيلب مي,
2020-05-06 20:14:17,مرحبا انا عندي شرايح ابي اطلع بدال فاقد واحد شراىح حاطه ماي اس سي وابشر ف مقدر اطلع الا لمن يرسلون رقم التاكد و الشريحه مفقوده اتصرف,
2020-05-06 17:50:25,اطلب ماي اس سي وجي الى باب بيتك وسعر اقل السوق,
2020-05-06 16:03:12,ماتحطين الرقم تضغطين استرجع بياناتي يحط رقمك تلقائيًا واضغطي تم وتنشحن ،، او تطبيق ماي اس سي تضغطين شحن وسحب الصراف تدخلين بيانات الصرافة وتنشحن ويخصم حسابك البنكي,
2020-05-06 14:50:59,مت تحولو الفلوس علَ ماي اس سي,
2020-05-06 14:44:10,وبرنامج ماي اس سي جالس فوق دقيقه انتظر موظف يرد علي اي حد رد,
2020-05-06 00:19:29,سلام عليكم ابغى اطلب جوال ماي اس سي المدة الى ان يوصل,
2020-05-05 23:31:34,السلام عليكم ورحمة الله يمكن معرفة رقم البوكس طريق تطبيق ماي اس سي شكرا,
2020-05-05 20:33:39,احتاج احد يخدمني رحت الفرع قالي احنا مبيعات فقط والموقع ماي أس سي لايوفر كلل الخدمات المطلوبة,
2020-05-05 19:03:24,السلام عليكم اجدد اشتراك باقة قيقا ثلاث شهور مسبق الدفع ماي اس سي,
2020-05-05 18:54:14,وبعد ذالك جوالي او اتصالاتي للتحدث الموظف لاتقبل وجميع الدردشات كذالك تطبيق ماي اس سي ابددا بجيع الجولات تحت اسمي وانا احد عملاء الشركة ويحق بالتواصل لحل مشاكلي لابد الاتصال بجوال اخر خارج اسمي اتحدث موظفين خدمة العملاء,
2020-05-05 17:05:41,السلام عليكم حاولت اطلب ايفون ماي اس سي يقول الكمية نفذ اروح الفرع القريب مني احصل عندهم ايفون بنفس السعر الي التطبيق,
2020-05-05 16:51:14,السلام انا ناسيه الرقم السري ماي اس سي والشريحه حقتي مكتوب بطاقه صالحه اقدر اطلع بدل فاقد وكيف ارجع اسجل جديد ب اسم مستخدم جديد ورمز جديد م تجيني رسايل ع رقمي,
2020-05-05 16:47:15,تطبيق ماي اس سي تطلبين شريحة eSIM و خلاص تتفعل طول الجوال و تشيلين الشريحة القديمة,
2020-05-04 23:04:09,طيب انا جيت اشترك تطبيق ماي اس سي ولما جيت اطلب الخدمة طلع المبلغ ياليت تردون ع الخاص,
2020-05-04 21:47:59,اي شي تبيه اطلبه تطبيق ماي اس سي ويوصلك ساعات,
2020-05-04 20:32:23,سلام عليكم مساء الخير انا ياخوي سداد فاتوره ريال وبعد ماء جاء سداد طلع فاتوره ثانيه حق الفصل ليه مو حرام عليكم أني عميل بلاتيني يعني أغير مشغل ثاني جزا نفس الرقم ممكن الافاده أني مشترك ماي أس سي والحين رافض اخش شكرا,
2020-05-04 20:32:08,سلام عليكم مساء الخير انا ياخوي سداد فاتوره ريال وبعد ماء جاء سداد طلع فاتوره ثانيه حق الفصل ليه مو حرام عليكم أني عميل بلاتيني يعني أغير مشغل ثاني جزا نفس الرقم ممكن الافاده أني مشترك ماي أس سي والحين رافض اخش شكرا,
2020-05-04 20:30:04,سلام عليكم مساء الخير انا ياخوي سداد فاتوره ريال وبعد ماء جاء سداد طلع فاتوره ثانيه حق الفصل ليه مو حرام عليكم أني عميل بلاتيني يعني أغير مشغل ثاني جزا نفس الرقم ممكن الافاده أني مشترك ماي أس سي والحين رافض اخش شكرا,
2020-05-04 14:32:55,طلبت شريحه مفوتر ماي اس سي ماقدرت افعلها يطلع مكالمات الطوارى فقط,
2020-05-04 12:16:18,اطلب جوال طريق ماى اس سي ويرفض يقول نفاذ الكميه متي راح توفرون الاجهزه وشكراً,
2020-05-04 11:54:59,ممكن اجد حل مشتركه كويك نت جي مااستخدم ماي اس سي الموظف يصرفنا ويقول قيم الموظف ممكن اجد حلا,
2020-05-04 11:53:57,عزيزي عندي مشكلة طلب معلق اسبوعين ومعطلني لقيت أحد يحله ماي اس سي,
2020-05-04 08:20:06,نزل تطبيق ماي اس سي الخدمات ماتريد,
2020-05-04 06:40:22,السلام عليكم م اجي ابغا اطلب ماي اس سي يقولي الموقع مغطى ايش السالفه,
2020-05-04 04:07:49,يارجل وربي كلمته عشان خدمة بسيطة يقولي مااقدر تخيل عندي ثلاث شرايح وحدة الشرايح الي عليها ماي اس سي أقوله بحوله لشريحة ثانية يقولي مااقدر أقوله الشريحة ضايعة الي يجي عليها الكود يقولي مااقدر اقسم بالله ماي اس الي اتحكم الشرايح ماقدرو يخدموني حسبي الله,
2020-05-03 23:41:33,السلام عليكم ورحمه الله وبركاته لدي خط نت مفوتر وابغي شرائح اتصال اطلبها طريق ماي اس سي وماهوراضي يفتح معي التطبيق افيدونا,
2020-05-03 18:59:50,السلام عليكم ورحمة الله وبركاته عندي خطين مشغل اخر بالإمكان نقلها stc طريق ماي اس سي واذا ممكن احصل الشرائح النقل,
2020-05-03 16:55:39,السلام عليكم يمكنني استرجاع الحساب ماي اس سي,
2020-05-03 13:24:09,ابي اطلع شريحه بيانات وفعل خدمة ماي اس سي,
2020-05-03 10:40:31,اذا اتصلنا عليكم تقلون حملو تطبيق ماي اس سي وحملناه وازعجتونا برسايل النصيه عروضكم ملينا كثيرهن وقفنا الرسايل وقفت رسايل البنكيه وغيره عندكم عرض ارسلو شعار بتطبيقكم الي اوجعتو روسنا ولله نحمل تطبيقهم ويرسلون عروضهم رسايل نصيه,
2020-05-03 10:05:25,مساء الخير اخوي عبدالله اقدر افعل الشريحة الالكترونية نسخة الهونق كونق ادخل تطبيق ماي اس سي واخذ خيار الشريحة الالكترونية يقولي جهازك يدعم الخدمة ان جهازي ايفون برو ماكس,
2020-05-03 06:02:19,السلام عليكم انا ادخل ماي اس سي وابغى اغير نقاطي يقولي رقمك تحت الحظر اني مسدد الفاتورة,
2020-05-03 02:30:23,السلام عليكم اخوي انا ابي اعرف علي مديوينه وابي اعرف و الرقم اللي كان فاتوره انقطع وخذاه عميل اخر عندي ماي اس سي,
2020-05-03 00:45:29,السلام عليكم شريحتي بيانات وشلون اعرف رقمها علشان ادخل ماي اس سي,
2020-05-02 23:35:54,ماي اس سي مو راضي يدخلني اكتب الباسورد اللي مرسلينه يجي غلط انو اكتبه مثل اللي راسلينه بالضبط,
2020-05-02 16:31:09,تطبيق ماي اس سي,
2020-05-02 15:17:16,ياجماعة الخير لاحد يشتري او يضيف انترنت ماي اس سي شريت باقة بيانات وخصموا فلوسها اشتغلت عندي حاولت اتواصل معهم عدة مرات ماحد يرد الا رد الي واجوبه مدونه ماتفيد فقط تنشيط الحذر الشركه الحرامية,
2020-05-02 11:45:29,ياخوي تقدر تفيدني انا اشترك نت فلكس طريق stc و الغو الحساب الدخل ماي اس سي ابغى اشترك ثاني مره احصل خدمة نت فلكس يجيني جوي تطلع عندك ذل المشكلة,
2020-05-02 11:44:11,ياخوي تقدر تفيدني انا اشترك نت فلكس طريق stc و الغو الحساب الدخل ماي اس سي ابغى اشترك ثاني مره احصل خدمة نت فلكس يجيني جوي تطلع عندك ذل المشكلة,
2020-05-02 10:43:51,تطبيق ماي اس سي وعنده عروض وخصم ٪,
2020-05-02 03:19:44,تومي هيلفيقر ؛ نكست ؛ جرير افتحي تطبيق ماي اس سي وشوفي شركاء قطاف,
2020-05-02 03:05:30,طيب جيت بطلبها تطبيق ماي اس سي خلصت الخطوات وكلل شيء طالع مبلغ الباقة,
2020-05-02 02:54:49,ليش مو متوفر بمتجر ماي اس سي 😔😔😔😔,
2020-05-02 01:10:59,اطلب جهاز ايفون تطبيق ماي اس سي الطريقه,
2020-05-01 23:31:29,يعني انتم تردون تردون تويتر تردون ماي اس سي,
2020-05-01 22:27:30,اغير الحد الاتماني تطبيق ماي اس سي,
2020-05-01 21:28:04,اقدر اشتري كاش جربت طريق تطبيق ماي اس سي يتوفر بمنطقتي,
2020-05-01 20:36:39,مرحبا عندكم عروض عالجوالات زي ماي اس سي,
2020-05-01 20:27:21,ماي اس سي,
2020-05-01 20:24:25,مافي كلهم كذابين يكتبون وأسعارهم عليها خصومات خرافية واذا جيت تدفع يقولك نفذت الكمية نفس الشي حركات اس سي ماي ستور واكسترا شكلهم عندهم ستوك كبير وناويين يرفعون السعر قبل العيد يوم ويلخمون الناس وتضطر الناس تشتري قسما بالقه صارت أبلغ,
2020-05-01 18:52:09,لوسمحت ابغى اطلع بدل فاقد للوالده ماي اس سي ماعرف ساعدني الله يرضى ضروري,
2020-05-01 16:48:16,بلا عطاء بلا انا سددت فاتورة جوال ب ريال وفاتورة فايبر ب عبر تطبيقكم ماي اس سي وتم سرقة المبلغ حسابي ولم يتم تسديد الفواتير وذكر موظفكم بانه علي ارسال ايميل وعطاني ايميل خطأ شركة نهب وسرقه رجعوا فلوسنا وندور شركة اتصالات غيركم,
2020-05-01 13:12:15,اطلب شريحه بدل فاقد ماي اس سي واضح,
2020-05-01 12:59:00,ماهي الطريقة المثلى يمكن التواصل معاكم، ان كان لايتم الرد خلال تطبيقكم ماي اس سي، تويتر الخاص، رقم الهاتف يوجد دعم خلال الفروع ممكن تعطونا حل,
2020-05-01 10:30:34,السلام عليكم يوصلني رسائل ماي اس سي بان الرقم السري علماً باني اقم بتحميل التطبيق يعني بان شخص يحاول ادخال رقمي,
2020-05-01 03:31:59,سمحت ابي استعيد كلمه المرور ماي اس سي,
2020-05-01 00:18:25,سؤال واتمنى الرد سريع الحين بطلب جوال ماي اس سي ، طريقه الدفع ابل باي الموقع يجيبون جهاز البطاقه وادفع التوصيل,
2020-04-30 21:58:02,ليش أقدر أطلب متجر ماي أس سي,
2020-04-30 18:05:44,السلام عليكم الاعزاء خدمة العملاء ماي اس سي امس وانا احاول اتواصل معكم وكل مره اجلس اكثر دقيقه ولافيه رد حل ثاني اني استناكم الخط,
2020-04-30 17:13:48,طريق stc حمل البرنامج ماي إس سي,
2020-04-30 14:21:01,قمت بسداد فاتورتي داخل تطبيق ماي اس سي بالبطاقه الائتمانيه للحساب رقم ( هاتف ثابت ) وتم خصم المبلغ ولاكن الفاتوره مازالت ضاهره لدي ولم يتم خصمها علما اني تواصلت البنك وافادو بصحة العمليه,
2020-04-30 13:13:29,السلام عليكم ابغى احول شريحتي ل eSIM ومافيه توصيل ماي اس سي وش العمل,
2020-04-30 12:08:37,تهديد مره وحده 😂 ذولي مشغليني اشترك واشترك ولاحظنا انك ماسجلت ب ماي اس سي مابي اشترك فكوني 😂💔,
2020-04-30 08:55:52,حمل تطبيق ماي اس سي واطلب الجهاز ويجيك لحدك وتحاسبهم يد او تحويل اضمن واحسن والخدمه اسرع,
2020-04-30 07:50:39,ممكن المساعده نسيت كلمة السر لبرنامج ماي اس سي,
2020-04-30 07:14:21,ياخي ايش الخدمه السيئه اخر مره استخدم ماي اس سي تخصمون المبلغ امس ميتين ريال لين الان يجيني الرصيد عيب والله,
2020-04-30 04:41:10,اشتر ماي اس سي اليوم الثاني عندك وارخص,
2020-04-30 02:10:39,متوفره ماي اس سي مب راضي,
2020-04-30 01:02:50,اشترك بيتي موجودة بالتطبيق ماي اس سي,
2020-04-30 00:48:27,أستطيع طلب شريحة بدل فاقد طريق ماي إس سي شرح الطريقة,
2020-04-29 21:26:12,يارب احد يرد علينا خدمة عملا يردون ماي اس سي يردون,
2020-04-29 19:35:54,حولت مبلغ ماي اس سي الي بنك الراجحي والي الحين وصل وتقريباً مر ساعة الخدمة سيئة 👎,
2020-04-29 19:06:43,اخوي انا بفتح تطبيق ماي اس سي وناسي رمز الدخول وبسوي استراجع وناسي رقمي وايميلي اش الحل,
2020-04-29 18:52:42,ماي اس سي الاتصالات,
2020-04-29 18:28:30,السلام عليكم اشتريت ثلاث شرائح متعدده الاكترونيه متعدده وصارت مشكله بالثالثه واليوم تعطلت الثانيه افيدوني سمحتو ماي اس سي يتجاوب معي والاتصال,
2020-04-29 17:38:25,احمد هنت انا عندي تطبيق ماي اس سي حصلته او ماعرفت ممكن تساعدني,
2020-04-29 14:38:54,سلام عليكم حاول ادخل ع تطبيق ماي اس سي مايدخل اسوي استعادة كلمة مرور ماتوصلني رساله ارجو الرد اقرب وقت,
2020-04-29 13:05:40,موجود stc عندهم توصيل عبر تطبيق ماي اس سي,
2020-04-29 06:21:06,اخي ردو الخاص النت زفت فبراير يقطع امس يشتغل نهائيا عندي اختبارات وشغل شوفو حل عندي ماي اس سي عشان اكلمكم 🙂,
2020-04-29 00:19:13,والله الي غابني ان ايام احاول عرض ماي اس سي وكل يوم يقولو متوفر والله يسقونها علينا الله يوفقهم,
2020-04-28 23:44:24,السلام عليكم اخوي انا الحين اكثر ساعة علئ الخط مافيه احد يرد علينا واراسل ماي اس سي مافيه رد الانترنت فاصل عندي ولاني قادر اتواصل معا الشركه الطريقه اصلحه طريق الهواء,
2020-04-28 21:34:27,انا تقريبا سنه مسجله ماي اس سي وإلى اليوم فزت بشي اني اكثر الاسئله اجاوب عليها صح ويدخل اسمي ضمن السحب للاسف فزت بشي,
2020-04-28 21:33:14,طلبت جوال ماي اس سي الساعة : ووصل الحين 🤭,
2020-04-28 20:44:48,سلام عليكم اخوي نسيت الرمز حق البرنامج ماي اس سي المحفظه الرقميه,
2020-04-28 19:59:21,السلام عليكم ابغى اطلب ايفون موقع ماي اس سي يقول الموقع مغطى,
2020-04-28 19:10:22,نزل تطبيق ماي اس سي واستخدمه للتحويل,
2020-04-28 18:56:18,السلام عليكم شحنت طريق التطبيق ماي اس سي وشريحتي بيانات وكنت مفعل ثلاث شهور محدود والان ابغي اغير الباقه الئ شهر لامحدود والفلوس بالحساب ماقدرت يجي تم تنفيذ الطلب تجي رساله الخدمه متاحه البارح وانا شغال ع جميع التطبيقات حتئ البنوك ابي اعير الباقه,
2020-04-28 18:09:47,انا عندي مديونيات ارقام قديمه دخل ماي اس سي وسددت المديونيات ونخصمت رصيدي البنكي ولاكن مازالت المديونيات موجوده ليش,
2020-04-28 18:02:35,السلام عليكم ابغى اطلب ايفون موقع ماي اس سي يقول الموقع المحدد مغطى,
2020-04-28 16:49:38,ماي اس سي,
2020-04-28 08:56:56,ياليت احد يرد علينا عندي مشكله ماي اس سي وللاسف اكثر شهر وماني لاقي احد يكلمني,
