,id,created_at,date,user_id,name,retweet,nlikes,nreplies,nretweets,tweet4
10,1352614398368608257,1611323377000.0,2021-01-22 13:49:37,721416255,اسأل الرياض 🇸🇦,False,30,33,2,📌 الخاص 📩 : السلام عليكم ، انا رقمي باسم شخص اخر ، فهل تظهر عنده جهات اتصالي او ارقامي واتصالات بتطبيق ماي اس سي ، وهل تكون بالأسماء المسجلة عندي
11,1352311449427841030,1611251148000.0,2021-01-21 17:45:48,3421141337,نوف,False,0,1,0,نطلب ويرجع ريال قيمة الطلب ماي اس سي
12,1351920159594831874,1611157858000.0,2021-01-20 15:50:58,230400199,Hussain Al-Saeed,False,0,0,0,تطبيق ماي اس سي خلل ، مشترك بباقه سوايك لايك بلس ومشيك عليها العصر وبانت معي ، وبعد شوي فصل النت واختف الباقه ، تظهر لدي ضمن الخيارات لايمكن الاتصال بخدمة العملاء ادخل ع الباقه لتجديدها ان انتهت ولايوجد خيار الالغاء
13,1351822318159470593,1611134530000.0,2021-01-20 09:22:10,463049357,حسن بن عامر الذويبي,False,1,1,1,اخي الفاضل لديه مشكله ماي اس سي لعدم اصدار بطاقه الكترونيه الرجاء التواص معي
14,1351560532038475776,1611072116000.0,2021-01-19 16:01:56,1267331398119161856,fz1zf,False,0,1,0,سلام عليكم انا شحنت رصيد دقيقه تطبيق ماي اس سي وتم سحب ريال وماجاني الرصيد
15,1351558997741101056,1611071750000.0,2021-01-19 15:55:50,1267331398119161856,fz1zf,False,0,1,0,سلام عليكم انا شحنت رصيد دقيقة خلال تطبيق ماي اس سي وتم سحب ريال وماجاني الرصيد وش الحل
16,1351534943365689348,1611066015000.0,2021-01-19 14:20:15,1445794038,𝐌𝐎𝐍𝐓𝐉𝐀𝐓𝐍𝐀,False,0,1,0,اكثر يوم والبلاغ مفتوح والى الان زال، وطلبت الغاء طريق خدمة العملاء وعن طريق ولم يغلق، لان البلاغ المفتوح يعطل اي طلب خلال ماي اس سي اذا الدعوى دفع فلوس جوك يركضون، واذا طلبت دعم او خدمة مجانية اهملوك
17,1351508431929282562,1611059694000.0,2021-01-19 12:34:54,2602279477,Falena 🦋,False,2,1,0,،، تدخل ع النفاذ الوطني ببياناتك ابشر وهم يعطونك رمز توثيق تحطه ف ماي اس سي ويضبط معك الرمز نفس البصمه
18,1351096221503549441,1610961416000.0,2021-01-18 09:16:56,1145031224978788352,⚔️,False,0,1,0,اظن تقدرين تفعلينها ماي اس سي علطول
19,1350863162741035011,1610905850000.0,2021-01-17 17:50:50,1262916796702752769,وردة | çiçek 🐾,False,0,0,0,الا اكثر طريقة حاليا عليها تطلع شريحة جديدة باسمها باسم اي حد قريب سوا طريق تطبيق ماي اس سي … — كويس شكرا 💞
20,1350810357296721921,1610893260000.0,2021-01-17 14:21:00,1349097398497386496,tuufiy,False,0,1,0,نتفلكس مايضبط معي وانا اشترك طريق ماي اس سي
21,1350795984327106561,1610889833000.0,2021-01-17 13:23:53,416591262,suliman,False,0,0,0,اقول شهر اشترك باقة جيجا شهرين واتفاجأ انه مخلص قبل شهرين واذا دخلت تطبيق ماي اس سي احصل النت مخلص العلم فترت دوامي ساعات يومياً وباقي اليوم شابك شبكة البيت لهدرجه
22,1350795939062165507,1610889823000.0,2021-01-17 13:23:43,533072534,أحمد العنزي,False,0,0,0,مافي تجاوب ماي اس سي نهايئي يرد الموظف ويصرفني وبس
23,1350791734083596288,1610888820000.0,2021-01-17 13:07:00,446579427,σтнмαη,False,0,1,0,رابط الخبر بداية الدراسة كنت اشترك طريق برنامج ماي اس سي واضيفها نت البيت وفي الاخير ماصرت احصلها اتصل ع وتاكد لازالت موجودة
24,1350591950374785025,1610841188000.0,2021-01-16 23:53:08,1338460998576066561,نبض,False,0,1,0,لوسمحت عندي اعتراض الرصيد تواصلت ماي اس سي مافي فايده استفدة رفع البلاغ ارجع مستحقاتي واش يعني رصيد مسترد
25,1350505552233820160,1610820589000.0,2021-01-16 18:09:49,714789024641204226,ميم .,False,0,2,0,انت الظاهر تشتغل معهم الرجال يقول مو قادر يدخل ماي اس سي يتواصل معهم طريق البرنامج
26,1350474733951873028,1610813241000.0,2021-01-16 16:07:21,421757461,hamed,False,0,1,0,سلام عليكم اطلب تغير الباقه ويجيني تم رفع الطلب ولم تتغير الباقه وكل طريق ماي اس سي
27,1350183169602019330,1610743727000.0,2021-01-15 20:48:47,107168610,Nasser,False,0,1,0,ماي ستور و اس سي جيدين و stc توصله لباب البيت خلال يوم
28,1350158790004535296,1610737914000.0,2021-01-15 19:11:54,1843421576,منى.      ✨,False,0,1,0,السلام عليكم انا عندي شريحه جوي باسمي ادخلها تطبيق ف ماي اس سي يطلع لايوجود شريحه مسجله بالهويه وش المشكله
29,1350071393984114689,1610717078000.0,2021-01-15 13:24:38,4554966322,ali aljedani,False,0,1,0,السلام عليكم فقدت معلومات دخلي لتطبيق ماي اس سي الحصول عليها
30,1349500451054624778,1610580954000.0,2021-01-13 23:35:54,1236024878127513600,Rahaf,False,0,0,0,ماي ستور ماي اس سي جرير اكسايت اكسترا فيرجن
31,1349500273639751682,1610580912000.0,2021-01-13 23:35:12,1236024878127513600,Rahaf,False,0,0,0,متوفر الاصدار الخامس ب ماي ستور ب وبرضو ب ماي اس سي بنفس السعر
32,1349499564563320835,1610580743000.0,2021-01-13 23:32:23,2718346962,مشاري الفهيد,False,0,0,0,فعلا ماعندنا مشكلة الواحد يدور جهاز يرغب تتعب نفسيته طاري اس سي متجر ( ماي ستور ) معتمد و عروضهم نفس عروض اس سي بالضبط وبالخصومات نفسها واظنه تابع وعندهم خدمة اخبرني التوفر جهازي كان متوفر يوم توفر دقوا علي وجابوه بنفس اليوم ايام الحجر
33,1349395029920534530,1610555820000.0,2021-01-13 16:37:00,1122272856895885312,محمد الرشيدي,False,0,1,0,ارسلت خاص العلم اني تواصل الموظف ماي اس سي ردكم دايم تواصل خاص احد يرد الخاص
34,1349355612115787776,1610546422000.0,2021-01-13 14:00:22,2429267793,Abdullah☂︎ ♫ 🍿,False,0,1,0,السلام عليكم اقدر ادخل ماي اس سي وانا جوالي موبايلي عندي انترنت اس سي رقم ثابت ابي اشوف الفواتير عجزت ادخل
35,1348921947908935681,1610443028000.0,2021-01-12 09:17:08,796057766574039040,عبدالرحمن,False,0,1,0,سلام عليكم عندي مشكله بتطبيق ماي اس سي مااسدد طريق اس سي باي ابي اشحن شريحة كويك نت ماتتفعل
36,1348625625460965377,1610372380000.0,2021-01-11 13:39:40,968772639878799360,Rahaf AlFadhli ☄️,False,0,1,0,ايه خلاص طفيته فايند ماي ايفون الشريحه عذبوني اس سي الحين عشان اقدر اطلع الرقم تخيلي انك لازم تغيرين اعداداتك ابشر و تشترين رقم ثاني عشان تقدرين تسترجعين رقمك
37,1348468343376928768,1610334881000.0,2021-01-11 03:14:41,1459470188,وجدان.,False,0,0,0,عندي شريحه موفوتره بوقفها مقدر اخش ماي اس سي
38,1348014992541552640,1610226793000.0,2021-01-09 21:13:13,45476775,тρн αв∂υℓαzιz,False,0,1,0,اريد معرفة مديونيتي عندكم العلم لدي رقم جوال اس سي فقد تم فصله سنوات اعرف فاتورتي وعند استخدام تطبيق ماي اس سي يطلب مني استعادة حسابي طريق الرقم الملغي
39,1347655201143009282,1610141012000.0,2021-01-08 21:23:32,1338605144716488705,Ail,False,0,1,0,السلام عليكم كانت عندي الباقه و شريحه بدون اتصال و تم غييرها الى شريحه اكترونيه طريق التطبيق ماي اس سي و صلتني رساله ان تم تغير الحد الائتماني و ليش هاذا التغيير
40,1347329469590237185,1610063352000.0,2021-01-07 23:49:12,963346842,عمـــــــر,False,0,1,0,معقوله ساعتين او ثلاث والنت سيء للغايه وتطبيق ماي اس سي اللي عنده تنشيط وش الحل معكم اكبر كارثه تحويل خطي عليكم
41,1346924304534007811,1609966753000.0,2021-01-06 20:59:13,721265195209900032,A,False,0,0,0,يقدر يعرف اذا راح الفرع وطلع كشف اتصالات اخر شهور يقدر يعرف — انا اقدر اشوف المكالمات ماي اس سي يحتاج اروح
42,1346910368568725504,1609963430000.0,2021-01-06 20:03:50,721265195209900032,A,False,0,0,0,طيب طريقة احول الرقم بأسمي بدون اروح الفرع كان سوا — لازم تفتحين حسابه حق ماي اس سي عندك وتنقلين الرقم باسمك ويجون البيت تبصمين او تقدرين تطلبين رقم ويجيبونه لين البيت
43,1346852585790177280,1609949654000.0,2021-01-06 16:14:14,2962391406,هيليوم,False,0,0,0,اخبث شركة لازم تتواصل معهم وتسحل الرسايل والاتصالات فديو لانهم يمسحون الرسايل اللي بينك وبينهم برنامج ماي اس سي
46,1346280141446656001,1609813173000.0,2021-01-05 02:19:33,1338386822527913984,it’s me,False,0,0,0,شحنت رصيدي ماي اس سي واكتشفت ان خدمتي مابعد فصلت💔 ارجع رصيدهم واخذ فلوسي
47,1346163403530842115,1609785340000.0,2021-01-04 18:35:40,1235700127878217728,منيرة,False,0,1,0,السلام عليكم اعرف الباقه اللي انا مشتركه حاليا تطبيق ماي اس سي
48,1345774315971686401,1609692574000.0,2021-01-03 16:49:34,1194240722913939456,𝒮𝒜ℳ.,False,0,0,0,مرحبا انقل ملكيت الرقم لشخص اخر تطبيق ماي اس سي
49,1345752665612050432,1609687413000.0,2021-01-03 15:23:33,109165548,م.محمد القحطاني⭐️,False,0,1,0,حسابي ماي اس سي مفعل وكل مااتصل ب ماعندهم سالفة فاشلين
50,1345705945633067009,1609676274000.0,2021-01-03 12:17:54,1206015094485921792,Bobo3750,False,0,0,0,قمت بالدخول ع ماي اس سي ولم اجد الرقم قائمه ارقامي الحاليه ،، تم سحبه ام
51,1345449759100821506,1609615194000.0,2021-01-02 19:19:54,1281798675157716995,💥,False,0,1,0,السلام عليكم، اشوف توفر الاجهزه وفي فرع تطبيق ماي اس سي
52,1345428776679854090,1609610191000.0,2021-01-02 17:56:31,4508401173,𝖍𝖚𝖘𝖘𝖎𝖓,False,0,1,0,اطلب شريحة سوا العادية تطبيق ماي اس سي
53,1345382976595632128,1609599272000.0,2021-01-02 14:54:32,1224894994982604800,فيصل,False,0,1,0,عندي ارقام واذا دخلت ماي اس سي مايطلع الا والشريحه الرابعه اذا دخلتها فالجوال يقول لايوجد خدمه اعبيها رصيد
54,1345341534703644677,1609589391000.0,2021-01-02 12:09:51,345306010,♥️🌙,False,0,1,0,اخوي انا طلبت ماي اس سي وتم الدفع طريق ابل وبعد الطلب بدقايق الغيت الطلب السؤال الفلوس ترجع
55,1345325985173032962,1609585684000.0,2021-01-02 11:08:04,3307836060,اسأل جدة AskJeddah,False,0,4,0,مـﻧـــ الخاصـــــــ السلام عليكم عندي شريحتين نت باسمي وابي اوقف وحده مؤقت وارجع اشغلها مرة اقدر اتحكم ماي اس سي
56,1345118901181566985,1609536311000.0,2021-01-01 21:25:11,1460854506,راسد,False,0,1,0,اشتري التطبيقات، اذا اس سي عندك ماي اس سي اريح
57,1344647276472492034,1609423867000.0,2020-12-31 14:11:07,1117096402201522176,cxsn,False,0,1,0,سلام عليكم انا شحنت رصيدي ماي اس سي ب ونص عشان افعل سوا بوست بلس المفروض الشحن يكون رصيدي صار رصيدي افعل الباقه
58,1344390109660119040,1609362554000.0,2020-12-30 21:09:14,630391392,جابر يحيى عسيري,False,0,1,0,و طريق تطبيق ماي اس سي يوصلها المندوب ب ريال
59,1344322658931003394,1609346472000.0,2020-12-30 16:41:12,1011099287521021952,..🌺ع ـلياء,False,0,0,0,اذا شريحتك stc تقدرين تشترين جوال منهم اقساط اطلبيه متجر ماي اس سي
60,1344270666909044737,1609334076000.0,2020-12-30 13:14:36,2172010739,🇸🇦🇸🇦M.A🇸🇦🇸🇦,False,0,0,0,طريقة الدخول تطبيق ماي اس سي بدون اسم مستخدم
61,1343924690667110400,1609251589000.0,2020-12-29 14:19:49,866025733747085318,حجازية🇸🇦,False,1,0,0,ايوه يادكتور انا جاتني لحد البيت ، تطلبيها تطبيق ماي اس سي
62,1343900900306386945,1609245917000.0,2020-12-29 12:45:17,779617063,..,False,0,0,0,ماي اس سي
63,1343868826497277953,1609238270000.0,2020-12-29 10:37:50,1067972804,Abdullah,False,0,1,0,احاول التسجيل ماي اس سي ويظهر اتصل ، اتصلت واخبرت الموظف ان حسابي مفعل اخبرني ان ارسل ال وصلتني رسالة باسم المستخدم وكلمة المرور ونفس المشكلة حسابي مفعل ماهو الحل
64,1343862261459382272,1609236705000.0,2020-12-29 10:11:45,1283220228776898560,وليد ٠٠٠٠٠,False,0,2,0,عندك ماي اس سي
65,1343556101615316997,1609163711000.0,2020-12-28 13:55:11,697126169225908224,Ammar Alsaihati,False,0,1,0,السلام عليكم اخولني جيت بدخل تطبيق ماي اس سي ماهو راضي يحط للتفعيل اتصل لاجدوى الاتصال
66,1343422681459339265,1609131901000.0,2020-12-28 05:05:01,749614999962808320,#nothing,False,0,0,0,انا حصل مثلك بالضبط وبعد بحث بالموضوع تبين اني شاحن قبلها ب ايام وجتني رسالة الخصم فعليا طلعت كشف حساب يتم الخصم وقت عملية الشراء مجرد رسالة خصم فقط وبعد ايام تم الخصم بدون رساله ( اتوقع اي شخص شحن طريق ماي اس سي وقتها صار الخطأ )
67,1343168306199601152,1609071253000.0,2020-12-27 12:14:13,1291727867571769346,msk,False,0,2,0,السلام عليكم اسدد رسوم ال esim لاول مره شحنت الشريحه ب ريال وماقبلو المبلغ يتم دفعه وعندي مشكله بالابل باي انه مفوض مايخصم رصيد طريق تطبيق ماي اس سي
68,1343052712846438402,1609043694000.0,2020-12-27 04:34:54,1312881763782397953,mesh,False,0,0,0,ماي اس سي شغال عندكم
69,1343049985974284289,1609043043000.0,2020-12-27 04:24:03,1192023135803105281,‘’ S ‘’,False,0,1,0,السلام عليكم ، صباح الخير ادخل تطبيق ماي اس سي و ادخل الرمز لتحديث رقم التواصل يعطيني خطأ بالرغم اني متاكد انه رقم جوالي
70,1342891725627514880,1609005311000.0,2020-12-26 17:55:11,913873346030395394,نـــــوافّ,False,0,0,1,السلام عليكم اخوي انا عندي جهاز ايفون ماكس لايدعم شرائح esim استطيع اضافة شريحة esim طريق تطبيق ماي اس سي
71,1342838797218754560,1608992692000.0,2020-12-26 14:24:52,2454574540,صقر,False,0,1,0,السلام عليكم حاولت استعيد حسابي ماي اس سي يرسل الرمز جوال موجود عندي وبالبريد يرفض الاستعادة مالحل
72,1342822785765298178,1608988875000.0,2020-12-26 13:21:15,310470889,الحمد لله,False,0,0,0,سلام عليكم ابي استفسر المبالغ اللي علي رقم السجل ماي اس سي مايقبل معي
73,1342786572102545408,1608980241000.0,2020-12-26 10:57:21,739653491468185601,sara,False,1,2,0,مرحبا عندي استفسار بخصوص اشتراك نتفلكس عبر ماي اس سي مو عارفه اجدد طريقة الاشتراك
74,1342716368383303682,1608963503000.0,2020-12-26 06:18:23,1273109222276976642,K.S.A,False,0,0,0,عندي مديونية مثلك تقريبا والمشكلة انها ظلم عشان سددتها الحين استفسرت بالموقع وتطبيق ماي اس سي حصلتها الحمدلله 👍🏽 عقبالك يارب
75,1342689369338105858,1608957066000.0,2020-12-26 04:31:06,913873346030395394,نـــــوافّ,False,0,0,0,السلام عليكم ورحمة الله وبركاته صباح الخير اخوي سالم انا عندي جهاز ايفون ماكس العادي لايدعم شرائح esim استطيع اضافة شريحة esim طريق تطبيق ماي اس سي
76,1342486867418222593,1608908786000.0,2020-12-25 15:06:26,913873346030395394,نـــــوافّ,False,0,1,0,اخوي انا عندي جهاز ايفون ماكس لايدعم شرائح esim استطيع اضافة شريحة esim طريق تطبيق ماي اس سي
77,1342438002321203200,1608897135000.0,2020-12-25 11:52:15,2263422147,لاري,False,0,1,0,اعرف البيانات المستخدمه ف تطبيق ماي اس سي الون البنفسجي يعني الباقي او المستخدم
78,1342139536739102720,1608825975000.0,2020-12-24 16:06:15,1055604569525420032,خالد كالتنين🐲,False,0,2,0,الله يخلي ماي اس سي 😭
79,1342071034460168192,1608809643000.0,2020-12-24 11:34:03,785440981218889729,Abdullah Al Shalan 👨🏼‍💻,False,0,1,0,اذا تقصدين نت مفتوح وقت معين تطبيق ماي اس سي + شريحتك لازم تكون رصيد
80,1342059147085418498,1608806809000.0,2020-12-24 10:46:49,831160165,ام فارس,False,0,1,0,سمحت ابغى اتواصل الموظف تطبيق ماي اس سي الطريقة يظهر سوا الرد الآلي ولم اجد حل مشكلتي بالرد الآلي
81,1341904917234114562,1608770038000.0,2020-12-24 00:33:58,1127327699725430786,Ghazanfar,False,0,0,0,اسکے تو اپنے سگے ” بندے “ کے خیالات اس سے مختلف ہیں ویسے بٹ صاحب شکلوں تے تسی وی ” بندے “ ای لگدے او کیونکہ مائیاں والی تے تھاڈے چے کوئ گل ہے نئیں کٍتے اے ٹویٹ تھاڈے اپنے مردانہ جزبات دا اظہار تے نئیں😜کیونکہ یقین کرو ایس مائ دے کرتوت ویخ کے ساڈا تے منہ کوڑا ہو جاندا اے۔ آخ تھووووو
82,1341806198094503936,1608746501000.0,2020-12-23 18:01:41,1273962656475611141,Dr.Revo.🤍,False,2,1,1,تطبيق ماي اس سي،خانة البرقيات بشرط الابلكيشن وتدخلين بحسابك ومعلوماتك
83,1341764921420333056,1608736660000.0,2020-12-23 15:17:40,1119743421718114304,Mamacitá,False,2,0,0,جوافا هيلب واحد يبغا يحول ابغا يطلع اسمي خايفه🥺 ايش طريقة اقدر استقبل حوالة يطلع اسمي وا… — تطبيق ماي اس سي اعرف الطريقه دوريها
84,1341701788068671488,1608721608000.0,2020-12-23 11:06:48,4583382257,ابو محمد,False,0,1,0,اقسم بالله اكثر سنوات اتعامل Stc احب التعامل معهم بسبب التعقيدات بالاجراءات والتأخير ايضاً وكذلك بسبب غلاء اسعار شي اس سي اقدر الغي طلب تأسيس دي اس ال حاولت ماي اس سي قبل حاولت بالاتصال ب ماقبل ايضا الحل
85,1341698031251558408,1608720712000.0,2020-12-23 10:51:52,618363667,الشخصية النادرة,False,0,1,0,تطلبها بري اوردر ماي اس سي
86,1341641159303712769,1608707153000.0,2020-12-23 07:05:53,763910556155863042,قـدر,False,0,2,0,سمحت طلبت شريحة مدمجه ماي اس سي لاهي اللي نزلت بالحساب الكتروني احد وصلها وانتم ساحبين المبلغ ايش المطلوب تطير وتجيني
87,1341035639165300739,1608562786000.0,2020-12-21 14:59:46,1186208151118462977,abo ahmad,False,0,1,0,يوجد لدي اشكاليه النت والبيانات الخاصه بالجوال الا استطيع استخدام اي تطبيقات التواصل الاجتماعيه وتم الاتصال وعن طريق تطبيق ماي اس سي وكذالك زياره الفرع وتم عمل تنشيط لشريحه لازالت المشكله قائم ولم تحل المشكله العلم ان المشكله تجاوزت العشره ايام
88,1340368140551774218,1608403642000.0,2020-12-19 18:47:22,1322682470039539715,دندونای خلگوشی گلدن مکنه :)⁩,False,1,0,0,نام خدا،سو تای‌جی اند بویز،بی تی اس،مامامو،توایس،اسپا،بلک پینک،ایتزی،او مای گرل،منستااکس،سوپر اِم،جی فرند،کارد،تی اکس تی،ان سی تی،گرلزجنرشین،اورگلو،گات سون،اکسو،بیگ بنگ،سوپر جونیور،واندر گرلز،کارا،فورمینت،سی ال سی،سونمی،ته‌مین،جسی،جکسون،آیو،بوآ و 😂💔
89,1340238703113998336,1608372781000.0,2020-12-19 10:13:01,1339042245081763840,كود ايهرب NPM415 | شاط اب,False,0,0,0,اها اوك برضو يقدر اذا الرقم ب اسمه يقدر يطلع مكالمتها برامج زي ماي اس سي
90,1340080278203723778,1608335010000.0,2020-12-18 23:43:30,1106052357710860289,Sparkel🇸🇦,False,0,0,0,ماي اس سي وانت متربع
91,1340003626748698628,1608316735000.0,2020-12-18 18:38:55,1117773209573756931,A . Masoud,False,0,1,0,احاول اشحن شريحة بينات ماي اس سي مو راضي يقبل معي ارجو حل المشكله
92,1339990334374371336,1608313566000.0,2020-12-18 17:46:06,1024593658459447296,tsw4,False,0,1,0,ممكن تحلون مشكلتي ماي اس سي / ياخي ابي انقل الخط لبيت ثاني ويقولون لازم ماي اس سي
93,1339907454352715776,1608293806000.0,2020-12-18 12:16:46,872434886778511360,doody💐,False,0,2,0,فعلا تطبيق ماي ستور ضمانه اس سي اتمنى الرد
94,1339902876655751175,1608292714000.0,2020-12-18 11:58:34,484263126,ريــــــــم,False,0,1,0,سمحت حسابي ماي اس سي يتفعل
95,1339787556716732417,1608265220000.0,2020-12-18 04:20:20,731745200,azoz_alshamari,False,0,1,0,السلام عليكم صباح الخير مقدم طلب تأسيس خط الياف جديد ودخلت تطبيق ماي اس سي طلع الطلب معلق رقم الطلب وش المشكله بالضبط شوف الصوره رقم الطلب
96,1339681504104988672,1608239935000.0,2020-12-17 21:18:55,1238243737517596672,تاق #ذكريات_اسكان_الحرس,False,0,1,0,سلام عليكم ابغى الغي طلب ماي اس سي
97,1339352760781828098,1608161556000.0,2020-12-16 23:32:36,485158759,Rehab.E,False,0,2,1,تطبيق ماي اس سي يطلب مني تحديث رقم التواصل لشريحة بيانات ماهو الرقم المراد تحديثه جربت الهوية / الجوال والرقم صحيح
98,1339199186810580992,1608124941000.0,2020-12-16 13:22:21,1234545606485475328,صالح,False,0,0,0,ازعجتونا افتح ماي اس سي وبتوصلنا جيجا فتحنا ماشفنا شي وينها يانصابين
99,1339092534241468417,1608099513000.0,2020-12-16 06:18:33,417162859,لايعة چبدي ومستاء وحزين,False,0,1,0,كنت احسب عشان تفعل الفايف جي لازم شريحة جديدةطلع الموضوع بسيط جدا يحتاج تفيعل ماي اس سي
100,1339072509296209923,1608094739000.0,2020-12-16 04:58:59,819616569596739584,القناص 0101,False,0,0,0,الله يسعد صباحك بكل خير وصلتني الرسالة stc ودخلت ه تطبيق ماي اس سي وحصلت اشتراك ابل ويش الهدف ذَا الاشتراك وتوقع المبلغ ذَا راح ينزل الفاتوره القادمة
101,1338896838171176967,1608052856000.0,2020-12-15 17:20:56,980533559520911361,.,False,0,1,0,السلام عليكم ، اذا حاولت اشوف قطاف عندي تطبيق ماي اس سي مايفتح يقول معلومات متاحة وش المشكله
102,1338889673578598404,1608051148000.0,2020-12-15 16:52:28,1200430903,وتر شرارة الملكي,False,0,0,0,ادخلي التطبيق ماي اس سي وشوف العروض
103,1338810422892392448,1608032253000.0,2020-12-15 11:37:33,1283080555479928833,laly,False,0,0,0,طبعًا انا عندي ماي اس سي ، واي شيء ابي المتجر حقه اطلبه حساب ووافي خلودي 👀
104,1338797287200452610,1608029121000.0,2020-12-15 10:45:21,2596992157,harbi.  vip,False,0,0,0,تطبيق ماي اس سي تنقلها لاتروح تجي
105,1338701071632523270,1608006181000.0,2020-12-15 04:23:01,1046489881520803840,ops 🦌,False,0,2,0,داخلة تطبيق ماي اس سي ادور ايفون ازرق لان زين ماعندهم هاللون وانصدمت استهلاكي لدقائق الاتصال واعتقد ال دقيقه خلال الشهر كله نصيب السواق 😂
106,1338574382801821703,1607975977000.0,2020-12-14 19:59:37,1162370324224184326,ثواني ثانية,False,0,0,0,عندي فايبر و مشترك رقمي جوي لماذا يعمل عندي ماي اس سي
107,1338571276445736961,1607975236000.0,2020-12-14 19:47:16,96588432,جهاد,False,0,4,0,حياك الله،، مالقيت السياسة الله يعافيك تطبيق ماي اس سي
108,1338549054024900608,1607969938000.0,2020-12-14 18:18:58,1234545606485475328,صالح,False,0,0,0,ازعجتونا رسايل رسايل ادخل ماي اس سي واحصل جيجا مجان ولاالان ماضفتو شي بلاش كذب ونصب الناس
109,1338510281920688128,1607960694000.0,2020-12-14 15:44:54,1189321915825098752,نوعاً ما SAEED,False,0,0,0,ماي اس سي وفعل خيار التنبية اذا صار موجود يرسلون تنبية نفس سويت انا وشريته
110,1338429633843355648,1607941466000.0,2020-12-14 10:24:26,1076949693316378624,محمد عوض,False,0,0,0,خش ماي اس سي
111,1338204743659872256,1607887848000.0,2020-12-13 19:30:48,892977318578311168,الخليل,False,0,0,0,مني قادر اخش ماي اس سي نسيت الرمز والشريحة معلقه وايش الحل
112,1338195659606863875,1607885682000.0,2020-12-13 18:54:42,908970667223207937,mooke,False,0,0,0,بجوالي اقدر افعلها الان جرب تطلع شريحة مفوتر وتتحكم ماي اس سي وفعلها
113,1338151487516667905,1607875150000.0,2020-12-13 15:59:10,2796283817,Haifa,False,0,0,0,جرير ماي اس سي
114,1338060693657051136,1607853503000.0,2020-12-13 09:58:23,1281667860163694592,solt9,False,0,1,0,السلام عليكم اخوي حالك عندي شريحه بيانات ودخلت موقع ماي اس سي وحصلت تعطيل الشريحه اقدر اعطلها
115,1338039623935807488,1607848480000.0,2020-12-13 08:34:40,747867226632495104,سروهي,False,0,0,0,اذا ماتدرون ترى ماي اس سي حطوا خيار اهداء جهاز
116,1337851602720464896,1607803652000.0,2020-12-12 20:07:32,1242736612288716801,azooz1612,False,0,0,0,اخوي عندي شريحه بيانات فاتوره باقة جيجا تم اصدار فاتوره جديده وسددت عبر الراجحي امس وللحين اشتغل النت ادخل ماي اس سي الفاتوره مسدده مافي نت استهلكت الباقه كلها ومكتوب باقي ايام لين تخلص مدة الباقه وش السوات
