date,Tweet,label
2021-01-11 13:39:40,ايه خلاص طفيته فايند ماي ايفون الشريحه عذبوني اس سي الحين عشان اقدر اطلع الرقم تخيلي انك لازم تغيرين اعداداتك ابشر و تشترين رقم ثاني عشان تقدرين تسترجعين رقمك,-1
2021-01-11 03:14:41,عندي شريحه موفوتره بوقفها مقدر اخش ماي اس سي,0
2021-01-09 21:13:13,اريد معرفة مديونيتي عندكم العلم لدي رقم جوال اس سي فقد تم فصله سنوات اعرف فاتورتي وعند استخدام تطبيق ماي اس سي يطلب مني استعادة حسابي طريق الرقم الملغي,0
2021-01-08 21:23:32,السلام عليكم كانت عندي الباقه و شريحه بدون اتصال و تم غييرها الى شريحه اكترونيه طريق التطبيق ماي اس سي و صلتني رساله ان تم تغير الحد الائتماني و ليش هاذا التغيير,0
2021-01-07 23:49:12,معقوله ساعتين او ثلاث والنت سيء للغايه وتطبيق ماي اس سي اللي عنده تنشيط وش الحل معكم اكبر كارثه تحويل خطي عليكم,-1
2021-01-06 20:59:13,يقدر يعرف اذا راح الفرع وطلع كشف اتصالات اخر شهور يقدر يعرف — انا اقدر اشوف المكالمات ماي اس سي يحتاج اروح,1
2021-01-06 20:03:50,طيب طريقة احول الرقم بأسمي بدون اروح الفرع كان سوا — لازم تفتحين حسابه حق ماي اس سي عندك وتنقلين الرقم باسمك ويجون البيت تبصمين او تقدرين تطلبين رقم ويجيبونه لين البيت,1
2021-01-06 16:14:14,اخبث شركة لازم تتواصل معهم وتسحل الرسايل والاتصالات فديو لانهم يمسحون الرسايل اللي بينك وبينهم برنامج ماي اس سي,-1
2021-01-05 02:19:33,شحنت رصيدي ماي اس سي واكتشفت ان خدمتي مابعد فصلت💔 ارجع رصيدهم واخذ فلوسي,0
2021-01-04 18:35:40,السلام عليكم اعرف الباقه اللي انا مشتركه حاليا تطبيق ماي اس سي,0
2021-01-03 16:49:34,مرحبا انقل ملكيت الرقم لشخص اخر تطبيق ماي اس سي,0
2021-01-03 15:23:33,حسابي ماي اس سي مفعل وكل مااتصل ب ماعندهم سالفة فاشلين,-1
2021-01-03 12:17:54,قمت بالدخول ع ماي اس سي ولم اجد الرقم قائمه ارقامي الحاليه ،، تم سحبه ام,0
2021-01-02 19:19:54,السلام عليكم، اشوف توفر الاجهزه وفي فرع تطبيق ماي اس سي,1
2021-01-02 17:56:31,اطلب شريحة سوا العادية تطبيق ماي اس سي,0
2021-01-02 14:54:32,عندي ارقام واذا دخلت ماي اس سي مايطلع الا والشريحه الرابعه اذا دخلتها فالجوال يقول لايوجد خدمه اعبيها رصيد,0
2021-01-02 12:09:51,اخوي انا طلبت ماي اس سي وتم الدفع طريق ابل وبعد الطلب بدقايق الغيت الطلب السؤال الفلوس ترجع,0
2021-01-02 11:08:04,مـﻧـــ الخاصـــــــ السلام عليكم عندي شريحتين نت باسمي وابي اوقف وحده مؤقت وارجع اشغلها مرة اقدر اتحكم ماي اس سي,0
2021-01-01 21:25:11,اشتري التطبيقات، اذا اس سي عندك ماي اس سي اريح,1
2020-12-31 14:11:07,سلام عليكم انا شحنت رصيدي ماي اس سي ب ونص عشان افعل سوا بوست بلس المفروض الشحن يكون رصيدي صار رصيدي افعل الباقه,0
2020-12-30 21:09:14,و طريق تطبيق ماي اس سي يوصلها المندوب ب ريال,1
2020-12-30 16:41:12,اذا شريحتك stc تقدرين تشترين جوال منهم اقساط اطلبيه متجر ماي اس سي,1
2020-12-30 13:14:36,طريقة الدخول تطبيق ماي اس سي بدون اسم مستخدم,0
2020-12-29 14:19:49,ايوه يادكتور انا جاتني لحد البيت ، تطلبيها تطبيق ماي اس سي,1
2020-12-29 12:45:17,ماي اس سي,1
2020-12-29 10:37:50,احاول التسجيل ماي اس سي ويظهر اتصل ، اتصلت واخبرت الموظف ان حسابي مفعل اخبرني ان ارسل ال وصلتني رسالة باسم المستخدم وكلمة المرور ونفس المشكلة حسابي مفعل ماهو الحل,0
2020-12-29 10:11:45,عندك ماي اس سي,0
2020-12-28 13:55:11,السلام عليكم اخولني جيت بدخل تطبيق ماي اس سي ماهو راضي يحط للتفعيل اتصل لاجدوى الاتصال,0
2020-12-28 05:05:01,انا حصل مثلك بالضبط وبعد بحث بالموضوع تبين اني شاحن قبلها ب ايام وجتني رسالة الخصم فعليا طلعت كشف حساب يتم الخصم وقت عملية الشراء مجرد رسالة خصم فقط وبعد ايام تم الخصم بدون رساله ( اتوقع اي شخص شحن طريق ماي اس سي وقتها صار الخطأ ),-1
2020-12-27 12:14:13,السلام عليكم اسدد رسوم ال esim لاول مره شحنت الشريحه ب ريال وماقبلو المبلغ يتم دفعه وعندي مشكله بالابل باي انه مفوض مايخصم رصيد طريق تطبيق ماي اس سي,0
2020-12-27 04:34:54,ماي اس سي شغال عندكم,0
2020-12-27 04:24:03,السلام عليكم ، صباح الخير ادخل تطبيق ماي اس سي و ادخل الرمز لتحديث رقم التواصل يعطيني خطأ بالرغم اني متاكد انه رقم جوالي,0
2020-12-26 17:55:11,السلام عليكم اخوي انا عندي جهاز ايفون ماكس لايدعم شرائح esim استطيع اضافة شريحة esim طريق تطبيق ماي اس سي,0
2020-12-26 14:24:52,السلام عليكم حاولت استعيد حسابي ماي اس سي يرسل الرمز جوال موجود عندي وبالبريد يرفض الاستعادة مالحل,0
2020-12-26 13:21:15,سلام عليكم ابي استفسر المبالغ اللي علي رقم السجل ماي اس سي مايقبل معي,0
2020-12-26 10:57:21,مرحبا عندي استفسار بخصوص اشتراك نتفلكس عبر ماي اس سي مو عارفه اجدد طريقة الاشتراك,0
2020-12-26 06:18:23,عندي مديونية مثلك تقريبا والمشكلة انها ظلم عشان سددتها الحين استفسرت بالموقع وتطبيق ماي اس سي حصلتها الحمدلله 👍🏽 عقبالك يارب,1
2020-12-26 04:31:06,السلام عليكم ورحمة الله وبركاته صباح الخير اخوي سالم انا عندي جهاز ايفون ماكس العادي لايدعم شرائح esim استطيع اضافة شريحة esim طريق تطبيق ماي اس سي,1
2020-12-25 15:06:26,اخوي انا عندي جهاز ايفون ماكس لايدعم شرائح esim استطيع اضافة شريحة esim طريق تطبيق ماي اس سي,1
2020-12-25 11:52:15,اعرف البيانات المستخدمه ف تطبيق ماي اس سي الون البنفسجي يعني الباقي او المستخدم,0
2020-12-24 16:06:15,الله يخلي ماي اس سي 😭,1
2020-12-24 11:34:03,اذا تقصدين نت مفتوح وقت معين تطبيق ماي اس سي + شريحتك لازم تكون رصيد,1
2020-12-24 10:46:49,سمحت ابغى اتواصل الموظف تطبيق ماي اس سي الطريقة يظهر سوا الرد الآلي ولم اجد حل مشكلتي بالرد الآلي,-1
2020-12-24 00:33:58,اسکے تو اپنے سگے ” بندے “ کے خیالات اس سے مختلف ہیں ویسے بٹ صاحب شکلوں تے تسی وی ” بندے “ ای لگدے او کیونکہ مائیاں والی تے تھاڈے چے کوئ گل ہے نئیں کٍتے اے ٹویٹ تھاڈے اپنے مردانہ جزبات دا اظہار تے نئیں😜کیونکہ یقین کرو ایس مائ دے کرتوت ویخ کے ساڈا تے منہ کوڑا ہو جاندا اے۔ آخ تھووووو,0
2020-12-23 18:01:41,تطبيق ماي اس سي،خانة البرقيات بشرط الابلكيشن وتدخلين بحسابك ومعلوماتك,0
2020-12-23 15:17:40,جوافا هيلب واحد يبغا يحول ابغا يطلع اسمي خايفه🥺 ايش طريقة اقدر استقبل حوالة يطلع اسمي وا… — تطبيق ماي اس سي اعرف الطريقه دوريها,0
2020-12-23 11:06:48,اقسم بالله اكثر سنوات اتعامل Stc احب التعامل معهم بسبب التعقيدات بالاجراءات والتأخير ايضاً وكذلك بسبب غلاء اسعار شي اس سي اقدر الغي طلب تأسيس دي اس ال حاولت ماي اس سي قبل حاولت بالاتصال ب ماقبل ايضا الحل,1
2020-12-23 10:51:52,تطلبها بري اوردر ماي اس سي,0
2020-12-23 07:05:53,سمحت طلبت شريحة مدمجه ماي اس سي لاهي اللي نزلت بالحساب الكتروني احد وصلها وانتم ساحبين المبلغ ايش المطلوب تطير وتجيني,-1
2020-12-21 14:59:46,يوجد لدي اشكاليه النت والبيانات الخاصه بالجوال الا استطيع استخدام اي تطبيقات التواصل الاجتماعيه وتم الاتصال وعن طريق تطبيق ماي اس سي وكذالك زياره الفرع وتم عمل تنشيط لشريحه لازالت المشكله قائم ولم تحل المشكله العلم ان المشكله تجاوزت العشره ايام,-1
2020-12-19 18:47:22,نام خدا،سو تای‌جی اند بویز،بی تی اس،مامامو،توایس،اسپا،بلک پینک،ایتزی،او مای گرل،منستااکس،سوپر اِم،جی فرند،کارد،تی اکس تی،ان سی تی،گرلزجنرشین،اورگلو،گات سون،اکسو،بیگ بنگ،سوپر جونیور،واندر گرلز،کارا،فورمینت،سی ال سی،سونمی،ته‌مین،جسی،جکسون،آیو،بوآ و 😂💔,0
2020-12-19 10:13:01,اها اوك برضو يقدر اذا الرقم ب اسمه يقدر يطلع مكالمتها برامج زي ماي اس سي,0
2020-12-18 23:43:30,ماي اس سي وانت متربع,1
2020-12-18 18:38:55,احاول اشحن شريحة بينات ماي اس سي مو راضي يقبل معي ارجو حل المشكله,-1
2020-12-18 17:46:06,ممكن تحلون مشكلتي ماي اس سي / ياخي ابي انقل الخط لبيت ثاني ويقولون لازم ماي اس سي,-1
2020-12-18 12:16:46,فعلا تطبيق ماي ستور ضمانه اس سي اتمنى الرد,0
2020-12-18 11:58:34,سمحت حسابي ماي اس سي يتفعل,0
2020-12-18 04:20:20,السلام عليكم صباح الخير مقدم طلب تأسيس خط الياف جديد ودخلت تطبيق ماي اس سي طلع الطلب معلق رقم الطلب وش المشكله بالضبط شوف الصوره رقم الطلب,0
2020-12-17 21:18:55,سلام عليكم ابغى الغي طلب ماي اس سي,0
2020-12-16 23:32:36,تطبيق ماي اس سي يطلب مني تحديث رقم التواصل لشريحة بيانات ماهو الرقم المراد تحديثه جربت الهوية / الجوال والرقم صحيح,0
2020-12-16 13:22:21,ازعجتونا افتح ماي اس سي وبتوصلنا جيجا فتحنا ماشفنا شي وينها يانصابين,-1
2020-12-16 06:18:33,كنت احسب عشان تفعل الفايف جي لازم شريحة جديدةطلع الموضوع بسيط جدا يحتاج تفيعل ماي اس سي,-1
2020-12-16 04:58:59,الله يسعد صباحك بكل خير وصلتني الرسالة stc ودخلت ه تطبيق ماي اس سي وحصلت اشتراك ابل ويش الهدف ذَا الاشتراك وتوقع المبلغ ذَا راح ينزل الفاتوره القادمة,1
2020-12-15 17:20:56,السلام عليكم ، اذا حاولت اشوف قطاف عندي تطبيق ماي اس سي مايفتح يقول معلومات متاحة وش المشكله,0
2020-12-15 16:52:28,ادخلي التطبيق ماي اس سي وشوف العروض,1
2020-12-15 11:37:33,طبعًا انا عندي ماي اس سي ، واي شيء ابي المتجر حقه اطلبه حساب ووافي خلودي 👀,1
2020-12-15 10:45:21,تطبيق ماي اس سي تنقلها لاتروح تجي,1
2020-12-15 04:23:01,داخلة تطبيق ماي اس سي ادور ايفون ازرق لان زين ماعندهم هاللون وانصدمت استهلاكي لدقائق الاتصال واعتقد ال دقيقه خلال الشهر كله نصيب السواق 😂,1
2020-12-14 19:59:37,عندي فايبر و مشترك رقمي جوي لماذا يعمل عندي ماي اس سي,0
2020-12-14 19:47:16,حياك الله،، مالقيت السياسة الله يعافيك تطبيق ماي اس سي,0
2020-12-14 18:18:58,ازعجتونا رسايل رسايل ادخل ماي اس سي واحصل جيجا مجان ولاالان ماضفتو شي بلاش كذب ونصب الناس,-1
2020-12-14 15:44:54,ماي اس سي وفعل خيار التنبية اذا صار موجود يرسلون تنبية نفس سويت انا وشريته,1
2020-12-14 10:24:26,خش ماي اس سي,1
2020-12-13 19:30:48,مني قادر اخش ماي اس سي نسيت الرمز والشريحة معلقه وايش الحل,0
2020-12-13 18:54:42,بجوالي اقدر افعلها الان جرب تطلع شريحة مفوتر وتتحكم ماي اس سي وفعلها,1
2020-12-13 15:59:10,جرير ماي اس سي,1
2020-12-13 09:58:23,السلام عليكم اخوي حالك عندي شريحه بيانات ودخلت موقع ماي اس سي وحصلت تعطيل الشريحه اقدر اعطلها,1
2020-12-13 08:34:40,اذا ماتدرون ترى ماي اس سي حطوا خيار اهداء جهاز,1
2020-12-12 20:07:32,اخوي عندي شريحه بيانات فاتوره باقة جيجا تم اصدار فاتوره جديده وسددت عبر الراجحي امس وللحين اشتغل النت ادخل ماي اس سي الفاتوره مسدده مافي نت استهلكت الباقه كلها ومكتوب باقي ايام لين تخلص مدة الباقه وش السوات,0
2020-12-12 18:54:08,حولت رقمي لمفوتر خلال التطبيق وبعد فتره جيت برجعه مسبق الدفع استطيع نفس تطبيق ماي اس سي,1
2020-12-12 05:24:59,جماعه احد فيكم فعل شريحة مدمجه تطبيق ماي اس سي,0
2020-12-11 11:16:31,تطبيقكم الهواتف الذكيه يعمل ماي اس سي او ارسلو رابط التطبيق,0
2020-12-11 08:55:53,حرقت الشريحه وجاء فارس احلامي ومنقذي 🥰🥲❤️❤️❤️❤️❤️❤️❤️ قلي خشي ماي اس سي وبيكون موجود الباسورد والرقم الطويل وفكيتها,1
2020-12-11 07:58:29,عليكم السلام ،، راجع فرعهم واطلب الموظف كشف المكالمات وهالشي يظهر تطبيق ماي اس سي الموظف افضل بحيث يرفعلك شكوى بالتفاصيل,0
2020-12-10 16:45:26,السلام عليكم استطيع الدخول الى طبيق ماي اس سي,0
2020-12-10 15:27:31,اذا تبي تتأكد صحة كلامي بالمئة أدخل تطبيق ماي اس سي راح تلاقي فاتورة شهر ديسمبر نازلة سددتها وراح تفهم مين مدرك الوضع عبيط,-1
2020-12-10 14:23:29,تدخل ماي اس سي وتغير الباقة اسهل كدة مافي,1
2020-12-10 14:08:49,بحثت عبر التطبيق ماي اس سي مافيش,-1
2020-12-10 11:00:49,اتواصلت عتن طريق ماي اس سي وكمان اتصلت بخدمة العملا بدون اي فايده ورغم انهم اخذو مالمعلومات وكل شي وارسلولي تم حل العطل والرسائل كلها عندي,-1
2020-12-10 03:03:13,ادخل تطبيق ماي اس سي وشف وش السالفه وضعك خطيييير,-1
2020-12-09 16:20:12,"Man o man look at the energy this مائ has One we have، ca n't even open a jar lid with all the organic food and multi vitamins I think I should delete it in few minutes , otherwise بڑی چھترول ہو سی جے اس پڑھ لیا تے۔",0
2020-12-09 16:14:31,الفضل لله لجهود حكومتنا الرشيدة برعاية ملكنا وولي عهده الآمين لدينا بطىء وقلة خدمة الانترنت بحي النعيم بمحافظة رابغ وقد قدمنا مرة شكوى ولم نجد رد واهتمام وكذلك طريق تويتر و ماي اس سي,-1
2020-12-09 15:30:34,الرجاء منكم المساعدة كيفية الدخول الى ماي اس سي,-1
2020-12-09 13:43:49,للاسف أقوم بشكوى رسمية هيئة الاتصالات وتقنية المعلومات بخصوص طلبي ماي اس سي يقبل شكوى وشكرا,-1
2020-12-09 11:05:04,السلام عليكم ورحمة الله ، كنت اسدد فاتورة عبر ابل باي خلال تطبيق ماي اس سي ، الان يتم رفض السداد اعرف ماهي المشكلة,0
2020-12-09 00:04:13,الحوالات الدولة واخد فقط ب ماي اس سي,0
2020-12-08 16:05:16,ابغا اسدد فواتير الجوال طريق ماي اس سي مو راضي يقبل ايش المشكلة,0
2020-12-08 08:27:15,الغيت خط ثابت طريق ماي اس سي ورفض وتصلت عليهم ورفضو وقدمت شكوى وقنعوني يوقفونه ب اجور عشر اريال لمده ثلاث شهور والان نزلت علي فاتوره ريال وتصل مايردون,-1
2020-12-07 15:06:29,ياخي تراكم مزعجين خلق الله بهذي الرسايل الغبيه تعرفون محد راح يقرأ ونعرف انكم متعمدين وكلنا نعرف استغباء للعميل وفوق قفلت الاعلامات تطبيق ماي اس سي والمشكله زالت راح اتخلص احد يفيدني ابلغ عليهم ازعاجهم,-1
2020-12-07 13:22:23,ماهي خدمه بوكس وكيف الغيها تطبيق ماي اس سي حاولت الغيها ولم استطيع,0
2020-12-07 13:14:16,ماهي خدمه بوكس وكيف الغيها تطبيق ماي اس سي حاولت الغيها ولم استطيع,0
2020-12-06 16:35:25,بیاین شادیمونو فراموش نکنیم😆 بازم مثل همیشه بی تی اس برنده میشه😍😃🎉💜 دید یو سی مای بگ😂💜🎉🏆🏆🏆🏆 آرمی تبرررریک بی تی اس تبررریک بیاین بازم کنار ادامه بدیم و بجنگیم خسته نباشین همگی بورااااااهه💜🎉 BTS IS BTS IS,0
2020-12-06 16:10:28,السلام عليكم يوجد عطل شبكة الالياف و تم مخاطبة و ماي اس سي بدون فائده و النت عطلان و الاولاد عندهم اختبارات وش الحل,0
2020-12-06 16:08:20,السلام عليكم يوجد عطل شبكة الالياف و تم الاتصال و مخاطبة ماي اس سي بدون جدوى و النت عطلان و الاولاد عندهم اختبارات وش الحل,-1
2020-12-06 15:38:14,مشكله عندي ف النت و اتصلت و اريلت ماي اس سي مافيه تجاوب و النت عطلان و الاولاد عندهم اختابرات وش الحل,-1
2020-12-06 14:50:44,ماني قادرة ادخل ع تطبيقك ماي اس سي لان الرقم مو بهويتي اش الحل علشان اطلع شريحة مدمجة,0
2020-12-05 23:12:55,عندي مو طالعة وين اقدر اشوفها ماي اس سي تظهر,0
2020-12-05 23:11:22,السلام عليكم اريد نقل الملكية طريق تطبيق ماي اس سي وتطلع لع رسالة عذرًا الخدمة متوفرة الوق الحالي وانا اسبوعين وانا اجرب ضبط معي وش الحل,-1
2020-12-05 22:51:33,ابغااااهاااااا 😭😭 تطبيق ماي اس سي عندي جات عرض شهر وعيت تشحن بعدها,1
2020-12-05 22:20:32,اواجه مشكله الدخول تطبيق ماي اس سي,-1
2020-12-05 08:23:34,انا دخلت ماي اس سي وابغى اشحن طريق ابل رفض يقول عندك تفويض فكيف احل المشكلة,-1
2020-12-04 17:46:53,ماوصلني انها تفعلت ودخلت تطبيق ماي اس سي ولقيتها مفعله,0
2020-12-04 16:52:14,السلام عليكم حاس استفسر تم تمديد عرض التقسيط ( ماي اس سي ) لازال موجود بالموقع ظاهر ينتهي شهر,0
2020-12-04 13:16:45,تطبيق ماي اس سي ازق تطبيق 🙂🙂🙂🙂🙂🙂🙂,-1
