date,Tweet,label
2020-06-11 12:57:22,السلام عليكم عندي شريحه كويك نت اول شهر خلصت وجيت اشحنها طريق ماي اس سي وشحنتها وطالع انها تفعلت رساله تجي اي برنامج اي الحل,0
2020-06-11 12:57:13,السلام عليكم عندي شريحه كويك نت اول شهر خلصت وجيت اشحنها طريق ماي اس سي وشحنتها وطالع انها تفعلت رساله تجي اي برنامج اي الحل,0
2020-06-11 12:57:04,السلام عليكم عندي شريحه كويك نت اول شهر خلصت وجيت اشحنها طريق ماي اس سي وشحنتها وطالع انها تفعلت رساله تجي اي برنامج اي الحل,0
2020-06-11 12:56:38,السلام عليكم عندي شريحه كويك نت اول شهر خلصت وجيت اشحنها طريق ماي اس سي وشحنتها وطالع انها تفعلت رساله تجي اي برنامج اي الحل,0
2020-06-11 04:12:32,بفعل حسابي ب ماي اس سي يقول لازم تتصل ع وكل م ادق يقفل 🙂,-1
2020-06-10 22:32:28,السلام عليكم عندي شريحة مفوتر ابغى احولها مسبق الدفع اقدر احول ماي اس سي وشكراً,0
2020-06-10 21:58:52,ادخل تطبيق ماي اس سي وشوف كمية استهلاكك للنت اليوم يمكن تجاوزت الحد العادل الاستخدام اليوم,0
2020-06-10 18:56:56,احاول اطلب ساعة ابل ماي اس سي مالقيت يقول متوفره بتصير قريب متوفره انتظركم,1
2020-06-10 18:16:50,سلام عليكم اتواصل موظفين خدمه العملاء لإلغاء رقمي علمن حاولت برنامج ماي اس سي نحذف,0
2020-06-10 17:45:23,اتمنى يكون تطبيق ماي اس سي او الباي ايقونة بلاغ النصابين طالبين الارقام للبطاقات وغيرها,0
2020-06-10 13:52:03,سمحتوا انا ماعندي رقم اس سي وابغى اطلب شريحة ينفع اطلب طريق تطبيق ماي اس سي وانا مو عميل عندكم,0
2020-06-10 12:10:10,نزل تطبيق ماي اس سي,0
2020-06-10 09:52:02,اقل ماي اس سي 😂,0
2020-06-10 09:49:21,ماي اس سي افضل واسهل,1
2020-06-09 21:21:13,مثلا كان الرقم stc ممكن يشوف الارقام اللي انت متصل ومدة المكالمات والارقام اللي مراسلها طريق ماي اس سي,1
2020-06-09 12:37:31,بخصوص باقه انترنت مفتوح فقط ام يشملها رصيد اتصال لاني فقط أرغب بشريحه انترنت فقط وهل التجديد تلقائي وكيف اقدر اطلبها خصوصا اني ماقدر اسجل تطبيق ماي اس سي لاني أملك رقم stc أستطيع التسجيل بالهويه,0
2020-06-09 10:46:39,ادخل قوقل وكتب متجر مضمون ويطلع جميع الجوالات جديد ومستعمل او شف ماي اس سي ارخص شي,1
2020-06-08 21:28:32,طريق التطبيق ماي أس سي,0
2020-06-08 18:09:53,اللي اطلبو رد فقط و اجوبه انا ادفع ع نت زي ليه والله يصير اقل حاجه اعطيني معلومات ممكن اقدر ازيد السرعه مو تتجاهلون تردون ماي اس سي يفيد اتصال الى,-1
2020-06-08 10:52:03,احسن مافيكم دعاياتكم حلول حق مشاكل عملا الشركة ماعندكم ايام وانتظر تحلون مشكلة الفاتورة احد منكم رد علي بحل نهائي ، اما الدعيات ناجحين ، كلمت وفتحو بلاغ ، وكلمتكم طريق تطبيق ماي اس سي فايده ، اتوقع الحل الوحيد نروح شركة اخرى,-1
2020-06-07 23:14:25,تربط رقمك بالأيفون بدون ماتضيف الشريحة الاعدادات وبرنامج ماي أس سي,0
2020-06-07 20:17:06,احَل شريحتي مفوتر لمسبقة الشحن ماي اس سي,0
2020-06-07 20:13:53,كان عندي رقم ولغيته والحين اجي اسجل ف ماي اس سي يدخل معي يقول انت مسجل مسبقا قدرت ادخل مالطريقة,0
2020-06-07 18:57:36,السلام عليكم ورحمة الله وبركاته ارغب بتفعيل خدمة ماي اس سي برقم الهاتف الثابت التابع,0
2020-06-07 17:41:38,ماي اس سي,0
2020-06-07 16:19:45,نقاط قطاف خمس نقاط = ريال ادخل تطبيق ماي اس سي قطاف شركاء قطاف بتطلع هالقائمة أيقونة مجموعة محلات تستبدل النقاط,0
2020-06-07 15:46:12,تنزيل تطبيق ماي اس سي المتجر وادخال البيانات وطلب الجهاز ويجيك الى حدك,1
2020-06-07 13:56:30,السلام عليكم يرجي الافاده خدمه العملاء تقوم بالرد علي الاتصالات انني عندي مشكله تطبيق ماي اس سي و ارجو الافاده لقدرتي الدخول ع التطبيق و شراء جوال حسب كلام موظف خدمه العملاء ان العرض علي التطبيق فقط,0
2020-06-07 09:23:33,السلام عليكم ، تطبيق مآي أس سي ، الخطوات ابي استعلم فاتورة فايبر ب اسمي ومعي الرقم ، ولكم تحياتي,0
2020-06-07 09:09:28,طفشتوني أقدر أسدد فاتورة جوالي تطبيق ماي إس سي تطبيق الراجحي سانبا فون لان رسائل التفعيل ماتاصل خدمتكم للعملاء زي الزفت 😥💔😥💔😥💔😥💔😥,-1
2020-06-07 07:30:35,سددت فواتيري طريق ماي اس سي تظهر ال ٪ كاش باك,1
2020-06-06 21:20:52,ادخلي تطبيق ماي اس سي وتلقين الرقم موجود,0
2020-06-06 20:34:28,چوتھیو اے تے دسو تھاڈے ہیرو نوں جناں والی مائی وچ کی نظر آیا ۔۔۔ اس عمر میں کیا یہ مشکی ہے یا پہر جناں والی مائ کے موکلوں سے بنڈ مروانے کا شوق ۔۔۔۔ 🤔,0
2020-06-06 19:45:51,چوتھیو اے تے دسو تھاڈے ہیرو نوں جناں والی مائی وچ کی نظر آیا ۔۔۔ اس عمر میں کیا یہ مشکی ہے یا پہر جناں والی مائ کے موکلوں سے بنڈ مروانے کا شوق ۔۔۔۔ 🤔,0
2020-06-06 18:41:54,مساء الخير ابي ايباد برو اصدار السنه المتضيه لاتقول شف تطبيق ماي اس سي انت عندك خبر موجود بالفروه او,1
2020-06-06 15:15:26,اشبه برنامج ماي اس سي شوفو حل بدخل البرنامج ويوصل كود الرقم السري متأخر 🤦🏻‍♂️🌚🌚,-1
2020-06-06 10:25:03,نسيت كلمة المرور ماي اس سي,0
2020-06-06 09:53:53,ليشششش اجي اطلب ماي اس سي يقول الموقع المحدد مغطى,0
2020-06-05 19:28:21,طريق ماي اس سي انا سويتها,0
2020-06-05 18:09:29,انا بصرحه رقمي سوا واشحن ثلاث شهور نفس رقمي ماي اس سي ني فضي انقل جوالين 👍🏻,1
2020-06-05 18:04:50,سهله طريق ماي اس سي طريق اي مكتب عندهم عرض شريت قيقا شهور سعره شامل الضريبه توفر تقريبا,1
2020-06-05 14:13:51,جربي ماي أس سي,1
2020-06-05 11:38:23,طريقة التقديم اراضي المنح الملكي توجد طرق اخرى ولك راح اذكر ابرزها -عن طريق تطبيق ماي اس سي ايقونه البرقيات -عن طريق البريد السعودي تقدم معروض طلب منحه سكنيه يتبع,0
2020-06-05 04:41:35,ممكن تفيددني خدمة Widgets stc موقع ماي اس سي,1
2020-06-04 16:58:18,مساء الخير انا عندي النت مقطوع اسبوع يحتاج صيانة وقالو كلمي ماي اس سي احد تواصل معاي احد عبرني وش ذنبي يروح علي اسبوع كامل واخر الشهر اسددده وش الحل معاكم,-1
2020-06-04 15:30:07,النت صارله ايام سيئ جدااا كانت باقتي بتخلص وتوقعت لهذا السبب جددت اشتراكي وصار اسوء قبل تواصلت الدعم طريق تطبيق ماي اس سي وماتغير شي وفعلت نمط الطيران وقفلت الجوال وسويت اعاده تعين لعدادات الشبكة تغير شي طيب وبعدين,-1
2020-06-04 11:59:30,صباح الخير اقدر اطلب جوال اس سي ويوصلونه للبيت حاولت تطببق ماي اس سي مارضي,-1
2020-06-04 07:47:15,تكرماً اقدر استخدم تطبيق ماي اس سي وانا ماعندي رقم مني قادرة استخدم التطبيق واعرف توفر الاجهزة💔💔,0
2020-06-04 05:53:55,طلبت ماي اس سي شرايح انترنت متعددة وجابها الموظف وطلبت الغيها لانو مو نفس الي ابغاها وم استخدمتها فتحتها وقالولي لازم اروح الفرع ليش اروح الفرع م تتلغي,-1
2020-06-03 18:03:32,📌من الخاص : الربع وش تطبيق موبايلي الكويس الي تتحكم بالارقام الي بأسمك مثل ماي اس سي,0
2020-06-03 17:24:18,السلام عليكم طريقةة تفعيل خط ثابت ماي اس سي م عرفت شلونننن,0
2020-06-03 00:52:09,خذي ابلللللللل وخذي ماي اس سي يجي خصم عشره بالميه ايبادات كثيره سعرها زي اهم شي لاتاخذين سامسونق ترا كلها شهر ويخرب,1
2020-06-02 19:40:41,حال فتحي لتطبيق ماي اس سي استطيع ايجاد متجر بيع اجهزة الجوال,0
2020-06-02 09:34:40,تطبيق ماي اس سي,0
2020-06-02 06:46:01,للي محصلو نينتيندو بجرير او اكستر ترا موجود ماي اس سي 😉,1
2020-06-02 01:19:58,ماي اس سي,0
2020-06-02 00:13:47,سمحت انا بطلب جوال موقع ماي اس سي مالقيت قسيمة الخصم ممكن تزودني,0
2020-06-01 19:58:16,ادخلي تطبيق ماي اس سي و يطلع,0
2020-06-01 19:25:31,السلام عليكم انا شريت جوال كاش طريق ماي اس سي وطلب لون اخضر وماتوقع يجي اخضر تيفاني واحتاج ابدله باللون الاسود الطريقه,0
2020-06-01 15:15:21,محادثة طريق تطبيق ماي اس سي يرد موظف وياخذ ويعطي معك وبيفيدك باذن الله,0
2020-06-01 15:03:55,السلام عليكم ايفون اكس ار قيقا بدون باقات مفوتر بحث بتطبيق ماي اس سي اجد الاكس ار : (,0
2020-06-01 14:14:39,انفصل رقمي واعدت شحنه رجع وش الحل ماي اس سي يفتح لانه توصل رسايل,-1
2020-06-01 13:59:46,برنامج ماي اس سي سيء جدا مافيه خدمة شكاوي اعتراض خاصه لأصحاب مسبق الدفع يعني تردون عليهم اتصال طريق البرنامج عندي مشكله اعاني سنتين واستلمتوني سحب فلوس الرصيد والان جتني حق سلفه ضغطت واحد جتني الفلوس شحنت سحبوها رجعوا فلوسي,-1
2020-06-01 13:32:40,الووووووو ابغى احد يتصل عليا ماي اس سي ليا ايام اتصل محد بيرد والرصيد يخلص ع الفاضي حسبي الله عليكم وع شركتكم ياحرميه يانصااااااابين,-1
2020-06-01 12:36:41,السلام عليكم اريد استرجاع كلمه المرور ولاكن الرقم المسجل ماي اس سي موجود معي,0
2020-06-01 11:07:30,تطبيق ماي اس سي,0
2020-06-01 08:36:11,السلام عليكم تسجيل الرقم تطبيق ماي اس سي لايصل علما بان هاتفي هواوي شكراً,0
2020-05-31 23:34:08,تطبيق ماي اس سي مايبين الفروع المتوفر انا ابي ساعه ابل الاصدار الخامس مقاس ممكن تشرف اي فرع موجودة اذا ممكن المنطقه الجنوبيه او المنطقه الشرقيه,0
2020-05-31 18:43:52,طريقتين طريق ماي اس سي وفيه العاديه الي بالفيزا,0
2020-05-31 17:41:25,السلام عليكم عندي سؤال انا اخذت منكم شريحة كويك نت وايفاي لمدة شهرين وابي الغيها وثاني شي بسجل بتطبيق ماي اس سي يقول الهويه غلط وش السبب,0
2020-05-31 10:16:14,السلام عليكم اخوي ابي اغير ايميل حق ماي اس سي,0
2020-05-31 09:07:05,شف اس سي او ماي ستور,0
2020-05-31 08:31:42,السلام عليكم طلبت رقم سوا تطبيق ماي اس سي سحبو المبلغ والغو الطلب,-1
2020-05-31 01:19:36,حمل برنامج ماي اس سي واشحن طريق المسح بالكاميره,1
2020-05-30 19:35:12,سمحت ليه تطبيق ماي اس سي مايطلع الاجهزه العلم اني بشتريها كاش ماابي تقسيط,0
2020-05-30 16:51:30,هنت ابغا موقع ابغا اشتري ايفون xr جرير اكسترا يبيع بنفس سعرهم مرا والي بتطبيق ماي اس سي مخلصه عندهم مخلصها,0
2020-05-30 16:44:47,ادخل تطبيق ماي ستوري اسمه واشتري اون لاين دفع الاستلام نفس أسعار أسهم سي وضمان اس سي اريح واختصار لوقتك أفضل وضمان اس سي وربي يبارك مقدما وخصومآت قريبة حق اس سي,1
2020-05-30 16:11:16,السعر لان تطبيق ماي اس سي سعرها وخدمة العملاء يقول,0
2020-05-30 12:42:57,ي عبدالله هنت تتطلع المشتريات او الشوبنق حملت ماي اس سي جاني شحن الرصيد وكذا تقدر شوف اذا باقي ايفون أكس ار انتهت الكمية,0
2020-05-30 12:41:54,لقييته ماي اس سي جلست يومين كامله احدث الصفحه توفر ، بتوفر ثواني ويخلص بسررعه,0
2020-05-30 05:34:16,تم تفعيل الشريحه المدمجة طريق تطبيق ماي اس سي زمن قليل جداً ، شكراً stc❤️,1
2020-05-29 14:36:04,ماي اس سي ياخذون كاش,1
2020-05-29 13:47:02,ادخل ماي اس سي ويقول يرجو التفعيل طريق ادق محد يرد ادخل او انشط حسابي,-1
2020-05-28 15:25:08,أستطيع معرفة توافر الأجهزة طريق تطبيق ماي اس سي,1
2020-05-28 15:06:57,انا عشر سنوات عميل stc وانا ادخل ماي اس سي وجاوب الأسئله حصلت شاحن,1
2020-05-28 14:11:00,السلام عليكم سمحت بفعل عروض الكويك نت مسبق الدفع مالها رمز حاطينها بابرنامج ماي اس سي افعلها 🤷🏻‍♀️,0
2020-05-28 13:52:05,ابي احدث الموقع بتطبيق ماي اس سي قدرت يطلع عنوان ثاني اتمنى تردون امس ارسلكم,-1
2020-05-28 11:07:11,احط رقمي شحن ماي اس سي,0
2020-05-28 04:30:02,وفيه طريق ماي اس سي تشحنين جوالك وعن طريق مباشر اتوقع,1
2020-05-27 19:08:02,وفي كمان طريق تطبيق ماي اس سي طريق البطاقة البنكية👍🏼😂🧡,1
2020-05-27 19:05:55,عادي تقدرين طريق تطبيق الراجحي وعن طريق ماي اس سي وعن طريق اس سي باي 😅🥰,0
2020-05-27 16:34:24,اشوف افضل تطبيق الراجحي 👌 تطبيق ماي اس سي يسحبون منك نص الشهر 🙃🙃,-1
2020-05-27 14:21:36,السلام عليكم كاتبين ان عليها خصم باقة اشهر قيقا ودخلت ماي اس سي وجاني بالسعر القديم وقت الشراء,0
2020-05-27 13:50:58,حملة ماي اس سي مافادني بالمشكله الي عندي الشبكه عندي تقفل فجاء تروح يطلع فوق البطاقه صالحه لازم اقفل جوالي وارجع اشغله علشان ترجع اي احد يدق علي مقفل وتصير باليوم مرات واكثر شهر وانا اتواصل معكم اي اجابه ايش الاهمال,-1
2020-05-27 12:20:55,الله يخلي ماي اس سي,1
2020-05-27 10:21:57,بلا تطبيق بلا ماي اس سي تضيفون رقم بطاقة و ينشحن الرصيد طول,1
2020-05-27 10:06:17,برنامج ماي اس سي للتحويل والسداد خاضع لقوانين واجراءات مؤسسة النقد يكون المرجع حالة الاختلاف او نشوء مشكلة المحول والمحول او الوسيط او غيرها المشاكل المالية ، يحفظ الحقوق فضلا الافادة لدية معلومة,1
2020-05-27 09:51:12,ماي اس سي راضي يخليني استرجع الرقم السري اللي اللي يسمح اسجل جديد خير,-1
2020-05-27 08:11:50,الا زوجي يدخل جواله و يشحن يحط رقم جوالي الظاهر اس سي باي موب ماي اس سي,0
2020-05-27 06:53:24,شي اسمه ماي اس سي,0
2020-05-27 06:48:43,اخوي انا طلبت طريق ماي اس سي كويك نت وماي فاي وطلبت التوصي للمنزل يستغرق الوقت لانني يوم راح اكون منطقه ثانيه,0
2020-05-27 06:26:20,البنوك حاليا تطبيقات وتقدري تشحني وفي اس سي باي وفي ماي اس سي اذا شرحيتك منهم وفي طرق كثير حبيت امانة الشخص صراحه 👏🏼,1
2020-05-27 05:42:28,طلبت جهاز ماي اس سي يوجد دفع مدى او فيزا,1
