date,Tweet,label
2020-09-23 23:30:10,ردكم كان ان الايزي نت شغال وهذا الكلام صحيح لاني مقفل الايزي نت زمان طريق تطبيق ماي اس سي رجعوا رصيدي ريال اقل دقيقتين,0
2020-09-23 21:54:29,انا عميل مميز stc قديم طلبت جوال عقد باقة تطبيق ماي اس سي ولم تصلني ذهبت الفرع اكثر مره ولم تتم خدمتي حرمتوني جويTV قلنا ماهي مشكله تحرموني خصمي السنوي وانتم خبريني كفو قصرت معكم طول فترت اشتراكي,-1
2020-09-23 19:01:34,تطبيق ماي اس سي عطلان يظهر اعد المحاوله,0
2020-09-23 16:52:58,الطريقه انا خشيت ماي اس سي لقيت الاعلان ارسل ادري مافيه مكان ارسل التهنئه تكفون سريع,0
2020-09-23 15:32:16,تطبيق ماي اس سي my stc خرب الا اليوم الوطني تعرفون موظفين الدعم محتفلين و وانت العميل عادي اقعد بدون نت 👎🏻👎🏻👎🏻,0
2020-09-23 14:53:15,السلام عليكم ورحمة الله وبركاته ياأخي رحت بلغلط ماي اس سي وبلغلط اوقفت الشريحه مؤقتا أفعل للاستعاده الخدمه,-1
2020-09-23 12:13:33,اريد تحويل رقمي جوي الى stc طريق تطبيق ماي اس سي ولم اجد جوي ضمن خيارات التحويل وجدت زين وموبايلي وفيرجن جوي اجدها,0
2020-09-23 01:02:31,ادخل ماي اس سي واطلب الشريحه اقل شريحه ريال نت ورصيد,1
2020-09-22 18:30:59,اكلمكم ومافيه فايدة وماتجابون معي رد التطبيق الالي ماستفدته شيء الواي فاي متوقف عندي تماماً تطبيق ماي اس سي رد الالي مايفيدني,-1
2020-09-22 17:56:06,شكل التطبيق ماي اس سي جميل بالاخضر😍 لاتغيرونه 😟,-1
2020-09-22 17:33:52,النت ضعيف عندي الواي فاي اذا وصف اقوى كلمة ضعيف قلتها انا امس واليوم عيالي مغيبين بسبة النت ترسلوني انتم يم التطبيق ماي اس سي والرد الالى مافادني بشيء,-1
2020-09-21 16:18:03,تقول تواصل معنا بالرسائل والرسائل جهاز الي يفهم مني ويقول حمل ماي اس سي,-1
2020-09-21 10:13:06,ماي اس سي,0
2020-09-21 10:09:50,اشحني طريق ماي اس سي افضل,1
2020-09-21 00:45:10,وبكل ثقة تجاوب وانت تعرف الا يقدر يعرف جميع المكالمات الصادرة والوارة خلال تطبيق ماي اس سي,-1
2020-09-20 21:25:32,مكانك تطبيق ماي اس سي تعرف الموقع مغطى بالالياف البصريه او ثانيا : الالياف البصريه تحتاح كيبل تحت الارض والا اعتقد الحرازات حاليا حسب علمي والله اعلم,0
2020-09-20 18:23:21,ابي اسوي طلب بحثت تطبيق ماي اس سي حصلتها,0
2020-09-20 05:40:27,ايش المشكلة بالضبط النت أيام معطل رد آلي باعتذار قبل أكلم أقدم شكوى ماي اس سي أقدر أدخل التطبيق هيئة الاتصالات يفتح معي التطبيق وعند الفاتورة النظام شغال ٪ ويقول سدد الفاتورة نسدد عيني وين الخدمة,-1
2020-09-19 17:21:53,مساء الخير لدي رقم جوال تم تقديم الطلب نقل الملكية خلال تطبيق ماي اس سي وأثناء اتمام الإجراء خلال جهاز الشركة طلب مني ( ادخال الرقم المكون ارقام النافذ الوطني ) ماهو المقصود بتلك الأرقام اين يمكن الحصول عليها,0
2020-09-19 16:26:44,الى الان مستمره مشكلة الشحن تطبيق ماي اس سي مو راضي يشحن ابل باي مدى,-1
2020-09-19 08:34:14,عطني مثلها برنامج ماي اس سي والا تراك ظلمتني وانا ماراح اسامحك,-1
2020-09-19 06:48:45,رغد اسفه الازعاج تكفين الله يسعدك اسئلي متابعينك ودي اطلب ماي اس سي اخاف يكون اقساط اعرف انو مو … — لاعادي مو إزعاج شيء ،الي يعرف يجاوبها ياليت,0
2020-09-18 23:03:30,السرعة تعتمد التغطية اللي عندك شوف ماي اس سي,1
2020-09-18 22:59:13,انا قالولي ادخل ماي اس سي وسوي بلاغ قلتلهم اقدر يجيني 😂😂😂,0
2020-09-18 07:39:28,شوف الشركاء المحطات الموجودين بتطبيق ماي اس سي تطلع اي المحطات المشاركه,0
2020-09-18 01:59:57,اطلبيه ماي ستور حق اس سي يجيك بيوم يومين وارخص,1
2020-09-17 21:59:26,اس سي باي حملي تطبيق ماي اس سي,0
2020-09-17 15:10:40,السلام عليكم اخوي عندي مشكله بخصوص الكود التحقق مايوصل لجوالي لاجيت يدخل تطبيق ماي اس سي ايش المشكله,-1
2020-09-17 14:57:08,سلام عليكم اسجل دخول ماي اس سي بشريحة البيانات وشكرا,0
2020-09-17 14:35:19,البرنامج يشتغل تطبيق ماي اس سي,1
2020-09-17 11:34:18,السلام عليكم ضيعت الرقم السري وماعندي الكرت اللي الرقم الطويل دخلت تطبيق ماي اس سي واخترت ارسال رساله تفعيل لاحد الارقام وماجا شي وش الحل,-1
2020-09-17 09:55:06,السلام عليكم ورحمة الله ايام والنت مقطوع والتواصل معهم ماي اس سي الرد المعتاد نعمل حل المشكلة المشكلة الفنيين يجي صلح عميل ويخرب الثاني احنا بعمارة شقة والدور يصلح لشقة مثلا ويفصله ويرجع ببلاغ آخر يصلح ل ويفصله,-1
2020-09-16 17:47:34,تطبيق ماي اس سي,0
2020-09-16 15:45:43,سلام عليكم انترنت البيت مره سيء واذا اتصلت عليكم تقولون كلمينا مباشره تطبيق ماي اس سي طيب ليش تضيعون وقتي انتظر واحط رقم الاحوال ورقمي الانترنت مره سيء مو قادر احضر محاضراتي انا اختي وجبنا مودم جديد ولسا نفس المشكله,-1
2020-09-16 13:10:10,السلام عليكم ورحمة الله وبركاته سمحت انا نسيت الباسوورد للدخول ماي اس سي حطيت خيار نسيت كلمة المرور يقولي لقد تم إرسال كلمة السر مسبقا ولم اجدها مالحل,-1
2020-09-16 11:32:40,السلام عليكم انا سددت فاتورتي طريق ماي اس سي باي تم لحد الا سداد وراح ينفصل جوالي,-1
2020-09-16 11:12:55,السلام عليكم سمحت اخوي ابي اطلع برنت بالارقام اللي اتصلت عليا وتطبيق ماي اس سي م طلع برنت تقدر تخدمني,0
2020-09-15 13:41:07,يمكن ماي اس سي,0
2020-09-15 00:11:25,يعني ماحد عارفه الا تكلمت عنه اذا تطبيق ماي اس سي موجود النت فلكس للي يبغى يشترك فما اعتقد انسان مايعرفه,0
2020-09-13 20:17:47,للاسف تطبيق ماي اس سي خيب ظني ، شحنت باقة بوست بلس طريق التطبيق و قال اننا مقدر نخدمك حاليًا بنفس الوقت سحب المبلغ ، اتصلت بالدعم الفني و افادني انه يجب علي اخذ كشف حساب البنك و امر فرع الاتصالات ، ارجوا مساعدتي اقدر اطلع البيت,-1
2020-09-13 16:26:51,طلبت شريحه الكترونيه طريق ماي اس سي ، وحاسبت ابل باي ، سحبتو الفلوس و قلتو نعتذر الخدمه وش الحل ممكن ترجعون فلوسي,-1
2020-09-13 08:48:09,ترا يردون ع محادثات تطبيق ماي اس سي بسرعه جربي,1
2020-09-13 06:24:57,تحولين لجوي ينلغي الرقم ماي اس سي,0
2020-09-13 06:24:20,ماي اس سي سوي الغاء,0
2020-09-11 02:11:55,ياليت ماتعبت نفسك بالشرح الخاص كان شرحت المعلومه القيمه العام الجميع يستفيد همكم تطبيق ماي اس سي يشتغل جوالاتنا صار ثقيله كثر التطبيقات اللي تطلبها الشركات والوزارات,0
2020-09-10 18:29:10,ابي اركب دايسل ماقدر اطلب تطبيق ماي اس سي بسبب اني احمل شريحه موبايلي اتواصل الفنين تركيب دايسل,-1
2020-09-10 14:58:27,حد يرد كلو بوتس وفي ماي اس سي,-1
2020-09-10 14:41:53,السلام عليكم بطلب ايباد تقصيد ماي اس سي مو قادر ممكن تساعدوني وكيف اطلبه ع مفوتر الفايبر الي عندي بالبيت,-1
2020-09-10 12:49:58,تعاملت معاكم واشتريت جوال جداً راقين والله شكراًلكم ماي اس سي,0
2020-09-10 12:10:12,السلام عليكم اقدر اتكلم خدمة العملاء ماي اس سي اطلب مساعدة يطلعلو بوت والخيار اللي احتاجو موجود,1
2020-09-10 04:07:26,اخوي لوسمحت حابه اسال ارفع طريق ماي اس سي,0
2020-09-09 21:46:44,اي شبكه والله تلقاه يحاسب ماي اس سي وقطاف ههههههههههههه,0
2020-09-09 08:48:00,مااحد تواصل طلبي اكدتوه ماي اس سي احد يتحاوب ابد,-1
2020-09-08 15:32:59,بيرجعونها انا نفسك توجهة لقسم المحادثه ماي اس سي وارفع بلاغ وترجع ساعه,1
2020-09-08 09:26:34,السلام عليكم اسعد الله مساك عبدالله تكفى انا جوالي ايفون X تجي عندي سويت اعادة تنشيط اعدادات الشبكة تحديث بيانات طريق ماي اس سي تنشيط اس سي فاد تكفى يالغالي احل هالمشكلة تحديثي حق الجوال,-1
2020-09-08 08:40:19,الكلاب استي سي الموقع يقولي اذ تبي تشترك اتصل عليهم و اتصل يقولي ادخل تطبيق ماي اس سي يعني ناخذ رصيدك,-1
2020-09-08 03:29:23,يقدر يعرف ان كان عندها تويتر تطبيق ماي اس سي,0
2020-09-07 07:38:40,شوفي تطبيق ماي اس سي,0
2020-09-07 07:35:06,تحمل تطبيق ماي اس سي وتشوف الخدمات والحاجات اللي مشترك وتسوي الغاء،ان ماخاب ظني,0
2020-09-07 05:37:53,السلام عليكم احاول تفعيل حسابي ماي اس سي يطلب التواصل وتم التواصل اعلم اي خيار اختاره ليتم تفعيل الحساب,0
2020-09-06 19:53:09,السلام عليكم الطريقة لتركيب بوكسية لعمارتي الاسلاك ممدودة وعند حضور الفني لتركيب الفايبر اخبرني انه يلزم تأسيس بوكسية طلب البوكسية موجود تطبيق ماي اس سي اين اتقدم بطلبي لوضع البوكسية,0
2020-09-06 16:20:05,احاول التسجيل تطبيق ماي اس سي التطبيق يطلب مني تفعيل الحساب اولا بالاتصال ب ولم تفلح جميع الاتصالات بالرقم,-1
